row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
100,100,100,TÀI SẢN NGÂN HẠN,,289.470.673.455,438.095.318.297,,,289470673455.0,438095318297.0
110,110,110,Tiền và các khoản tương đương tiền,3,11.240.125.866,9.384.395.130,,3.0,11240125866.0,9384395130.0
111,111,111,Tiền,,10.340.125.866,8.234.395.130,,,10340125866.0,8234395130.0
112,112,112,Các khoản tương đương tiền,,900.000.000,1.150.000.000,,,900000000.0,1150000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,1.000.000.000,26.000.000.000,,,1000000000.0,26000000000.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,9(a),1.000.000.000,26.000.000.000,,,1000000000.0,26000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,259.940.409.291,388.810.051.507,,,259940409291.0,388810051507.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,8.362.939.881,24.289.233.758,,4.0,8362939881.0,24289233758.0
132,132,132,Trả trước cho người bán ngắn hạn,,403.363.871,1.070.019.414,,,403363871.0,1070019414.0
135,135,135,Phải thu về cho vay ngắn hạn,5(a),3.789.473.684,11.605.263.154,,,3789473684.0,11605263154.0
136,136,136,Phải thu ngắn hạn khác,6,247.702.960.376,352.163.863.702,,6.0,247702960376.0,352163863702.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,6,(318.328.521),(318.328.521),,6.0,-318328521.0,-318328521.0
140,140,140,Hàng tồn kho,,24.423.533,1.184.330.434,,,24423533.0,1184330434.0
141,141,141,Hàng tồn kho,,24.423.533,1.184.330.434,,,24423533.0,1184330434.0
150,150,150,Tài sản ngắn hạn khác,,17.265.714.765,12.716.541.226,,,17265714765.0,12716541226.0
151,151,151,Chi phí trả trước ngắn hạn,7(a),5.130.548.166,-,,,5130548166.0,
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",11(a),10.903.551.357,11.473.226.985,,,10903551357.0,11473226985.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,11(b),1.231.615.242,1.243.314.241,,,1231615242.0,1243314241.0
200,200,200,TÀI SẢN DÀI HẠN,,2.891.543.181.653,1.980.915.603.362,,,2891543181653.0,1980915603362.0
210,210,210,Các khoản phải thu dài hạn,,9.473.684.211,32.368.421.053,,,9473684211.0,32368421053.0
215,215,215,Phải thu về cho vay dài hạn,5(b),9.473.684.211,32.368.421.053,,,9473684211.0,32368421053.0
220,220,220,Tài sản cố định,,32.360.613.029,37.027.030.625,,,32360613029.0,37027030625.0
221,221,221,Tài sản cố định hữu hình,8(a),26.942.760.028,31.609.177.624,,,26942760028.0,31609177624.0
222,222,222,Nguyên giá,,74.881.245.818,80.557.184.730,,,74881245818.0,80557184730.0
223,223,223,Giá trị khấu hao lũy kế,,(47.938.485.790),(48.948.007.106),,,-47938485790.0,-48948007106.0
227,227,227,Tài sản cố định vô hình,8(b),5.417.853.001,5.417.853.001,,,5417853001.0,5417853001.0
228,228,228,Nguyên giá,,6.099.124.701,6.099.124.701,,,6099124701.0,6099124701.0
229,229,229,Giá trị khấu hao lũy kế,,(681.271.700),(681.271.700),,,-681271700.0,-681271700.0
250,250,250,Đầu tư tài chính dài hạn,,2.838.197.237.025,1.910.464.786.312,,,2838197237025.0,1910464786312.0
251,251,251,Đầu tư vào công ty con,9(b),1.445.075.000.000,1.440.075.000.000,,,1445075000000.0,1440075000000.0
252,252,252,Đầu tư vào công ty liên kết,9(b),1.494.733.359.682,489.916.443.286,,,1494733359682.0,489916443286.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,9(b),155.000.000,155.000.000,,,155000000.0,155000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,9(b),(101.766.122.657),(19.681.656.974),,,-101766122657.0,-19681656974.0
260,260,260,Tài sản dài hạn khác,,11.511.647.388,1.055.365.372,,,11511647388.0,1055365372.0
261,261,261,Chi phí trả trước dài hạn,7(b),11.511.647.388,1.055.365.372,,,11511647388.0,1055365372.0
270,270,270,TỔNG TÀI SẢN,,3.181.013.855.108,2.419.010.921.659,,,3181013855108.0,2419010921659.0
