row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,87.487.580.224,239.855.081.102,,,87487580224.0,239855081102.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,19,87.487.580.224,239.855.081.102,,19.0,87487580224.0,239855081102.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,20,(66.269.577.813),(223.438.851.267),,20.0,-66269577813.0,-223438851267.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,21.218.002.411,16.416.229.835,,,21218002411.0,16416229835.0
21,02 > 21,21,Doanh thu hoạt động tài chính,21,328.115.218.710,283.671.025.428,,21.0,328115218710.0,283671025428.0
22,02 > 22,22,Chi phí tài chính,22,(148.966.296.007),(20.638.745.883),,22.0,-148966296007.0,-20638745883.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,(66.539.301.089),-,,,-66539301089.0,
26,02 > 26,26,Chi phí quản lý doanh nghiệp,23,(45.419.806.086),(31.328.023.953),,23.0,-45419806086.0,-31328023953.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,154.947.119.028,248.120.485.427,,,154947119028.0,248120485427.0
31,02 > 31,31,Thu nhập khác,,1.388.506.358,432.609.630,,,1388506358.0,432609630.0
32,02 > 32,32,Chi phí khác,,(974.175.625),(323.943.058),,,-974175625.0,-323943058.0
40,02 > 40,40,Lợi nhuận khác,,414.330.733,108.666.572,,,414330733.0,108666572.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,155.361.449.761,248.229.151.999,,,155361449761.0,248229151999.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,24,(7.004.998),(1.358.403.343),,24.0,-7004998.0,-1358403343.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,24,-,-,,24.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,155.354.444.763,246.870.748.656,,,155354444763.0,246870748656.0
