row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận tảiVND,Thiết bị quản lýVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận tảiVND,numeric__Thiết bị quản lýVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2023,Nguyên giá > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,21.784.803.233,616.647.000,56.570.559.180(5.605.029.821),1.585.175.317(70.909.091),80.557.184.730(5.675.938.912),21784803233.0,616647000.0,,,
Thanh lý (*),Thanh lý (*),Thanh lý (*),-,-,56.570.559.180(5.605.029.821),1.585.175.317(70.909.091),80.557.184.730(5.675.938.912),,,,,
Tại ngày 31 tháng 12 năm 2023,Thanh lý (*) > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,21.784.803.233,616.647.000,50.965.529.359,1.514.266.226,74.881.245.818,21784803233.0,616647000.0,50965529359.0,1514266226.0,74881245818.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2023,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,(14.965.133.463),(453.319.940),(32.158.113.373),(1.371.440.330),(48.948.007.106),-14965133463.0,-453319940.0,-32158113373.0,-1371440330.0,-48948007106.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(561.161.280),(30.333.335),(2.985.945.754),(114.801.601),(3.692.241.970),-561161280.0,-30333335.0,-2985945754.0,-114801601.0,-3692241970.0
Thanh lý,Giá trị khấu hao lũy kế > Thanh lý,Thanh lý,-,-,4.630.854.195,70.909.091,4.701.763.286,,,4630854195.0,70909091.0,4701763286.0
Tại ngày 31 tháng 12 năm 2023,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,(15.526.294.743),(483.653.275),(30.513.204.932),(1.415.332.840),(47.938.485.790),-15526294743.0,-483653275.0,-30513204932.0,-1415332840.0,-47938485790.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2023,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,6.819.669.770,163.327.060,24.412.445.807,213.734.987,31.609.177.624,6819669770.0,163327060.0,24412445807.0,213734987.0,31609177624.0
Tại ngày 31 tháng 12 năm 2023,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,6.258.508.490,132.993.725,20.452.324.427,98.933.386,26.942.760.028,6258508490.0,132993725.0,20452324427.0,98933386.0,26942760028.0
