row_label_raw,row_label_full,Công ty Cổ phần Container Miền Trung,9.473.684.211,13.263.157.895,numeric__9.473.684.211,numeric__13.263.157.895
Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,-,12.631.578.948,,12631578948.0
Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,-,6.473.684.210,,6473684210.0
,,,9.473.684.211,32.368.421.053,9473684211.0,32368421053.0
