row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,155.361.449.761,248.229.151.999,155361449761.0,248229151999.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,31.072.289.952,49.645.830.400,31072289952.0,49645830400.0
Chi phí không được khấu trừChênh lệch tạm thời mà không ghi nhậnthuế TNDN hoãn lại,Chi phí không được khấu trừChênh lệch tạm thời mà không ghi nhậnthuế TNDN hoãn lại,Chi phí không được khấu trừChênh lệch tạm thời mà không ghi nhậnthuế TNDN hoãn lại,348.112.825,2.684.860.133,348112825.0,2684860133.0
Lỗ tính thuế mà không ghi nhận tài sảnthuế TNDN hoãn lại,Lỗ tính thuế mà không ghi nhận tài sảnthuế TNDN hoãn lại,Lỗ tính thuế mà không ghi nhận tài sảnthuế TNDN hoãn lại,16.777.692.456,3.936.331.395,16777692456.0,3936331395.0
Thu nhập cổ tức nhận được từ các khoảnđầu tư tài chính không chịu thuế TNDN,Thu nhập cổ tức nhận được từ các khoảnđầu tư tài chính không chịu thuế TNDN,Thu nhập cổ tức nhận được từ các khoảnđầu tư tài chính không chịu thuế TNDN,16.653.883.447,-,16653883447.0,
Thu nhập cổ tức nhận được từ các khoảnđầu tư tài chính không chịu thuế TNDN,Thu nhập cổ tức nhận được từ các khoảnđầu tư tài chính không chịu thuế TNDN,Thu nhập cổ tức nhận được từ các khoảnđầu tư tài chính không chịu thuế TNDN,(64.844.973.682),(54.908.618.585),-64844973682.0,-54908618585.0
Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),7.004.998,1.358.403.343,7004998.0,1358403343.0
Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêng:Thuế TNDN – hiện hànhThuế TNDN – hoãn lại,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêng:Thuế TNDN – hiện hànhThuế TNDN – hoãn lại,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêng:Thuế TNDN – hiện hànhThuế TNDN – hoãn lại,7.004.998,1.358.403.343,7004998.0,1358403343.0
Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêng:Thuế TNDN – hiện hànhThuế TNDN – hoãn lại,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêng:Thuế TNDN – hiện hànhThuế TNDN – hoãn lại,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêng:Thuế TNDN – hiện hànhThuế TNDN – hoãn lại,-,-,,
Chi phí thuế TNDN,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêng:Thuế TNDN – hiện hànhThuế TNDN – hoãn lại > Chi phí thuế TNDN,Chi phí thuế TNDN,7.004.998,1.358.403.343,7004998.0,1358403343.0
