row_label_raw,row_label_full,col_0,col_1,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,Trong năm > Tăng,Trong năm > Giảm,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,numeric__col_1,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,,
a),a) > a),a),Bên liên quan,352.540.758.352,(249.493.162.724),64.839.913.732,38.318.145.227,379.062.526.857,(313.171.428.180),,352540758352.0,-249493162724.0,64839913732.0,38318145227.0,379062526857.0,-313171428180.0
a),a) > a),a),- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,146.962.095.404,(146.962.095.404),34.400.000.000,-,181.362.095.404,(181.362.095.404),,146962095404.0,-146962095404.0,34400000000.0,,181362095404.0,-181362095404.0
a),a) > a),a),- Công ty Cổ phần Cao su Phú Riềng Kratie,92.278.244.169,(92.278.244.169),-,-,92.278.244.169,(92.278.244.169),,92278244169.0,-92278244169.0,,,92278244169.0,-92278244169.0
a),a) > a),a),- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,81.507.948.451,(10.252.823.151),-,7.515.602.483,73.992.345.968,(39.209.362.142),,81507948451.0,-10252823151.0,,7515602483.0,73992345968.0,-39209362142.0
a),a) > a),a),- Công ty TNHH MTV Cao su Kon Tum,9.334.228.714,-,9.334.227.983,9.334.228.714,9.334.227.983,-,,9334228714.0,,9334227983.0,9334228714.0,9334227983.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Chư Pãh,5.867.322.678,-,5.778.423.901,5.867.322.678,5.778.423.901,-,,5867322678.0,,5778423901.0,5867322678.0,5778423901.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Mang Yang,4.827.111.942,-,4.620.612.577,4.827.111.942,4.620.612.577,-,,4827111942.0,,4620612577.0,4827111942.0,4620612577.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Chư Prông,2.127.268.060,-,2.127.268.066,2.127.268.060,2.127.268.066,-,,2127268060.0,,2127268066.0,2127268060.0,2127268066.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Chư Sê,2.020.511.618,-,2.020.511.658,2.020.511.618,2.020.511.658,-,,2020511618.0,,2020511658.0,2020511618.0,2020511658.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Bình Thuận,1.559.181.666,-,1.559.181.666,1.559.181.666,1.559.181.666,-,,1559181666.0,,1559181666.0,1559181666.0,1559181666.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Quảng Nam,1.351.884.074,-,1.351.884.074,1.351.884.074,1.351.884.074,-,,1351884074.0,,1351884074.0,1351884074.0,1351884074.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Ea H'Leo,1.274.830.264,-,1.274.830.273,1.274.830.264,1.274.830.273,-,,1274830264.0,,1274830273.0,1274830264.0,1274830273.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Quảng Ngãi,989.927.584,-,494.963.792,-,1.484.891.376,(321.726.465),,989927584.0,,494963792.0,,1484891376.0,-321726465.0
a),a) > a),a),- Công ty TNHH MTV Cao su Hà Tĩnh,989.006.650,-,989.006.650,989.006.650,989.006.650,-,,989006650.0,,989006650.0,989006650.0,989006650.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Krông Buk,889.003.078,-,889.003.092,889.003.078,889.003.092,-,,889003078.0,,889003092.0,889003078.0,889003092.0,
a),a) > a),a),- Công ty TNHH MTV Cao su Thanh Hóa,562.194.000,-,-,562.194.000,-,-,,562194000.0,,,562194000.0,,
a),a) > a),a),Bên khác,7.529.125.000,(7.529.125.000),-,-,7.529.125.000,(7.529.125.000),,7529125000.0,-7529125000.0,,,7529125000.0,-7529125000.0
a),a) > a),a),- Công ty Cổ phần Chứng khoán Cao su,7.529.125.000,(7.529.125.000),-,-,7.529.125.000,(7.529.125.000),,7529125000.0,-7529125000.0,,,7529125000.0,-7529125000.0
a),a) > a),a),,360.069.883.352,(257.022.287.724),64.839.913.732,38.318.145.227,386.591.651.857,(320.700.553.180),,360069883352.0,-257022287724.0,64839913732.0,38318145227.0,386591651857.0,-320700553180.0
