row_label_raw,row_label_full,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
VND,VND,VND,VND,VND,VND,,,
7.383.915.524,VND > 7.383.915.524,7.383.915.524,-,56.088.000,-,,56088000.0,
7.127.886.414,VND > 7.127.886.414,7.127.886.414,-,56.088.000,-,,56088000.0,
85.246.535,85.246.535,85.246.535,-,-,-,,,
125.435.427,125.435.427,125.435.427,-,-,-,,,
45.347.148,45.347.148,45.347.148,-,-,-,,,
46.073.020.064,45.347.148 > 46.073.020.064,46.073.020.064,(12.559.595.343),121.437.659.897,(4.670.275.303),-12559595343.0,121437659897.0,-4670275303.0
26.927.521.922,45.347.148 > 26.927.521.922,26.927.521.922,(11.988.631.343),27.007.205.024,(3.976.506.103),-11988631343.0,27007205024.0,-3976506103.0
8.215.342.880,8.215.342.880,8.215.342.880,-,-,-,,,
-,8.215.342.880 > -,-,-,24.772.633.805,-,,24772633805.0,
-,8.215.342.880 > -,-,-,51.017.746.500,-,,51017746500.0,
10.930.155.262,8.215.342.880 > 10.930.155.262,10.930.155.262,(570.964.000),18.640.074.568,(693.769.200),-570964000.0,18640074568.0,-693769200.0
53.456.935.588,8.215.342.880 > 53.456.935.588,53.456.935.588,(12.559.595.343),121.493.747.897,(4.670.275.303),-12559595343.0,121493747897.0,-4670275303.0
