row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Total profit before tax,Total profit before tax,Total profit before tax,"2,353,531,650,555","1,433,097,462,048",,
Increases,Increases,Increases,"36,420,761,328","134,141,744,015",,
Decreases,Decreases,Decreases,"(2,389,952,411,883)","(1,527,697,638,228)",,
Taxable income,Taxable income,Taxable income,-,-,,
Current corporate income tax expense (tax rate 20%),Current corporate income tax expense (tax rate 20%),Current corporate income tax expense (tax rate 20%),-,-,,
Corporate income tax payable at the beginning of the year,Corporate income tax payable at the beginning of the year,Corporate income tax payable at the beginning of the year,"(33,132,521,750)","(33,132,521,750)",,
Corporate income tax paid in the year,Corporate income tax paid in the year,Corporate income tax paid in the year,-,-,,
Corporate income tax payable at the end of the year,Corporate income tax payable at the end of the year,Corporate income tax payable at the end of the year,"(33,132,521,750)","(33,132,521,750)",,
