row_label_raw,row_label_full,col_0,col_1,31/12/2024,01/01/2024,numeric__col_1,numeric__31/12/2024,numeric__01/01/2024
,,,,VND,VND,,,
a),a),a),Short-term,,,,,
a.1),a.1),a.1),Detailed by contents,,,,,
,,,Payables at Group's headquater,"113,343,115,265","98,094,916,418",,,
,,,- Trade union fee,"106,470,369","285,985,189",,,
,,,- Payable for received centralized profits,"25,592,194,034",-,,,
,,,- Payables for rubber latex export entrustment,"4,113,583,501","17,644,129,202",,,
,,,- Payables on equitization,"75,109,000,000","75,109,000,000",,,
,,,- Dividends payable,"758,789,312","634,244,577",,,
,,,- Others,"7,663,078,049","4,421,557,450",,,
,,,"Payables from Vietnam Rubber Finance Onc member Co., Ltd","15,941,683,969","15,917,094,773",,,
,,,,"129,284,798,334","114,012,011,191",,,
a.2),a.2),a.2),Detailed by objects,,,,,
,,,Related parties,"18,174,824,649","14,205,488,795",,,
,,,"- Binh Long Rubber Co., Ltd","4,113,583,501","14,037,334,453",,,
,,,"- Binh Thuan Rubber Co., Ltd","13,447,061,752",-,,,
,,,- Others,"614,179,396","168,154,342",,,
,,,Other parties,"111,109,973,685","99,806,522,396",,,
,,,,"129,284,798,334","114,012,011,191",,,
b),b),b),Long-term,,,,,
b.1),b.1),b.1),Detailed by contents,,,,,
,,,"- Long-term deposits, collateral received","4,783,189,238","3,701,004,057",,,
,,,- Entrusted capital contribution to VRG - Dak Nong JSC,"11,433,721,000","11,433,721,000",,,
,,,,"16,216,910,238","15,134,725,057",,,
