row_label_raw,row_label_full,col_0,Tax receivables at the beginning of the year,Tax payables at the beginning of the year,Tax payables in the year,Tax paid in the year,Tax receivables at the end of the year,Tax payables at the end of the year,numeric__Tax receivables at the beginning of the year,numeric__Tax payables at the beginning of the year,numeric__Tax payables in the year,numeric__Tax paid in the year,numeric__Tax receivables at the end of the year,numeric__Tax payables at the end of the year
,,,VND,VND,VND,VND,VND,VND,,,,,,
Value added tax,Value added tax,Value added tax,"46,444,835,967",-,"(1,358,028,216)","66,308,611,810","114,111,475,993",-,,,,,,
Corporate income tax,Corporate income tax,Corporate income tax,"33,132,521,750",-,-,-,"33,132,521,750",-,,,,,,
Personal income tax,Personal income tax,Personal income tax,-,"250,318,749","7,804,338,479","7,675,851,107",-,"378,806,121",,,,,,
Land tax and land rental,Land tax and land rental,Land tax and land rental,"4,000,752",-,"3,965,690,032","3,965,690,032","4,000,752",-,,,,,,
Dividends payable to the State capital portion,Dividends payable to the State capital portion,Dividends payable to the State capital portion,-,-,"1,161,252,845,700","1,161,252,845,700",-,-,,,,,,
Other taxes,Other taxes,Other taxes,-,-,"3,000,000","3,000,000",-,-,,,,,,
"Fees, charges and other payables (*)","Fees, charges and other payables (*)","Fees, charges and other payables (*)","27,051,323,632","14,205,275,274","3,902,353,296","18,107,628,570","27,051,323,632",-,,,,,,
,,,"106,632,682,101","14,455,594,023","1,175,570,199,291","1,257,313,627,219","174,299,322,127","378,806,121",,,,,,
