row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2024,01/01/2024,numeric__ASSETS,numeric__Note,numeric__31/12/2024,numeric__01/01/2024
Code,Code,Code,ASSETS,Note,VND,VND,,,,
100,100,100,A. CURRENT ASSETS,,"6,347,339,551,921","4,842,851,346,133",,,,
110,100 > 110,110,I. Cash and cash equivalents,3,"605,210,723,572","805,500,772,847",,3.0,,
111,111,111,1. Cash,,"284,731,819,462","95,300,772,847",,,,
112,112,112,2. Cash equivalents,,"320,478,904,110","710,200,000,000",,,,
120,112 > 120,120,II. Short-term financial investments,4,"3,641,300,110,695","2,343,937,035,344",,4.0,,
121,121,121,1. Trading securities,,"1,163,634,161","1,163,634,161",,,,
122,122,122,2. Provision for diminution in value of trading securities,,"(68,237,000)","(68,237,000)",,,,
123,123,123,3. Held-to-maturity investments,,"3,640,204,713,534","2,342,841,638,183",,,,
130,130,130,III. Short-term receivables,,"1,211,608,185,768","1,536,057,292,612",,,,
131,130 > 131,131,1. Short-term trade receivables,5,"53,456,935,588","121,493,747,897",,5.0,,
132,130 > 132,132,2. Short-term prepayments to suppliers,6,"13,669,770,978","12,622,100,641",,6.0,,
135,130 > 135,135,3. Short-term lending receivables,7,"386,591,651,857","360,069,883,352",,7.0,,
136,130 > 136,136,4. Other short-term receivables,8,"1,105,873,194,528","1,315,733,068,462",,8.0,,
137,137,137,5. Provision for short-term doubtful debts,,"(347,983,367,183)","(273,861,507,740)",,,,
140,140,140,IV. Inventories,,"712,428,040,701","48,749,372,106",,,,
141,140 > 141,141,1. Inventories,10,"712,428,040,701","48,749,372,106",,10.0,,
150,150,150,V. Other short-term assets,,"176,792,491,185","108,606,873,224",,,,
151,151,151,1. Short-term prepaid expenses,,"2,493,169,058","1,974,191,123",,,,
153,151 > 153,153,2. Taxes and other receivables from the State budget,15,"174,299,322,127","106,632,682,101",,15.0,,
