row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,3.640.204.713.534,-,2.342.841.638.183,-,3640204713534.0,,2342841638183.0,
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,3.640.204.713.534,-,2.342.841.638.183,-,3640204713534.0,,2342841638183.0,
b) Chứng khoán kinh doanh,b) Chứng khoán kinh doanh,b) Chứng khoán kinh doanh,b) Chứng khoán kinh doanh,b) Chứng khoán kinh doanh,b) Chứng khoán kinh doanh,b) Chứng khoán kinh doanh,,,,
,,,31/12/2024,31/12/2024,01/01/2024,01/01/2024,,,,
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam,,,,
- Công ty Cổ phần Địa ốc MB,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam > - Công ty Cổ phần Địa ốc MB,- Công ty Cổ phần Địa ốc MB,1.095.397.161,-,1.095.397.161,-,1095397161.0,,1095397161.0,
- Công ty Cổ phần Công nghiệp mới Kim Tự Tháp,Tổng giá trị cổ phiếu nhận sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam > - Công ty Cổ phần Công nghiệp mới Kim Tự Tháp,- Công ty Cổ phần Công nghiệp mới Kim Tự Tháp,68.237.000,(68.237.000),68.237.000,(68.237.000),68237000.0,-68237000.0,68237000.0,-68237000.0
,,,1.163.634.161,(68.237.000),1.163.634.161,(68.237.000),1163634161.0,-68237000.0,1163634161.0,-68237000.0
