row_label_raw,row_label_full,Bên liên quan,18.174.824.649,14.205.488.795,numeric__18.174.824.649,numeric__14.205.488.795
- Công ty TNHH MTV Cao su Binh Long,- Công ty TNHH MTV Cao su Binh Long,- Công ty TNHH MTV Cao su Binh Long,4.113.583.501,14.037.334.453,4113583501.0,14037334453.0
- Công ty TNHH MTV Cao su Binh Thuận,- Công ty TNHH MTV Cao su Binh Thuận,- Công ty TNHH MTV Cao su Binh Thuận,13.447.061.752,-,13447061752.0,
- Các bên liên quan khác,- Các bên liên quan khác,- Các bên liên quan khác,614.179.396,168.154.342,614179396.0,168154342.0
Bên khác,Bên khác,Bên khác,111.109.973.685,99.806.522.396,111109973685.0,99806522396.0
,,,129.284.798.334,114.012.011.191,129284798334.0,114012011191.0
