row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
300,300,300,C. NỘ PHẢI TRÀ,,892.138.725.658,415.024.661.666,,,892138725658.0,415024661666.0
310,310,310,I. Nợ ngắn hạn,,875.921.815.420,368.375.320.712,,,875921815420.0,368375320712.0
311,311,311,1. Phải trả người bán ngắn hạn,14,233.666.566.780,99.792.483.100,,14.0,233666566780.0,99792483100.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,353.295.544.635,15.954.105.575,,16.0,353295544635.0,15954105575.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,378.806.121,14.455.594.023,,15.0,378806121.0,14455594023.0
314,314,314,4. Phải trả người lao động,,57.036.448.537,28.315.495.563,,,57036448537.0,28315495563.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,6.144.102.975,2.320.897.553,,17.0,6144102975.0,2320897553.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,74.280.937,153.584.016,,,74280937.0,153584016.0
319,319,319,7. Phải trả ngắn hạn khác,18,129.284.798.334,114.012.011.191,,18.0,129284798334.0,114012011191.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,13,31.514.615.897,31.514.615.908,,13.0,31514615897.0,31514615908.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,64.526.651.204,61.856.533.783,,,64526651204.0,61856533783.0
330,330,330,II. Nợ dài hạn,,16.216.910.238,46.649.340.954,,,16216910238.0,46649340954.0
337,337,337,1. Phải trả dài hạn khác,18,16.216.910.238,15.134.725.057,,18.0,16216910238.0,15134725057.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,13,-,31.514.615.897,,13.0,,31514615897.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,44.529.492.179.837,43.387.438.797.510,,,44529492179837.0,43387438797510.0
410,410,410,I. Vốn chủ sở hữu,19,44.529.492.179.837,43.387.438.797.510,,19.0,44529492179837.0,43387438797510.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
411a,411a,411a,- Cổ phiếu phố thông có quyền biểu quyết,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,2.175.960.529.282,1.929.177.065.651,,,2175960529282.0,1929177065651.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,2.353.531.650.555,1.458.261.731.859,,,2353531650555.0,1458261731859.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,-,25.164.269.811,,,,25164269811.0
421b,421b,421b,- LNST chưa phân phối năm nay,,2.353.531.650.555,1.433.097.462.048,,,2353531650555.0,1433097462048.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,45.421.630.905.495,43.802.463.459.176,,,45421630905495.0,43802463459176.0
