row_label_raw,row_label_full,Subsidiaries with over 50% of contributed capital,Stock code,31/12/2024,31/12/2024_1,31/12/2024_2,01/01/2024,01/01/2024_1,01/01/2024_2,numeric__Stock code,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2,numeric__01/01/2024,numeric__01/01/2024_1,numeric__01/01/2024_2
Subsidiaries with over 50% of contributed capital,Subsidiaries with over 50% of contributed capital,Subsidiaries with over 50% of contributed capital,Stock code,Original cost,Fair value,Provision,Original cost,Fair value,Provision,,,,,,,
Subsidiaries with over 50% of contributed capital,Subsidiaries with over 50% of contributed capital,Subsidiaries with over 50% of contributed capital,,VND,VND,,VND,VND,,,,,,,,
- Ba Ria Rubber JSC (1),- Ba Ria Rubber JSC (1),- Ba Ria Rubber JSC (1),BRR,"1,096,524,000,000","2,083,395,600,000",-,"1,096,524,000,000","1,864,090,800,000",-,,,,,,,
- Tan Bien Rubber JSC (1),- Tan Bien Rubber JSC (1),- Tan Bien Rubber JSC (1),RTB,"865,905,530,000","2,363,922,096,900",-,"865,905,530,000","1,515,334,677,500",-,,,,,,,
- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,,"245,618,689,229",,-,"245,618,689,229",,-,,,,,,,
- MDF Geruco Quang Tri Wood JSC,- MDF Geruco Quang Tri Wood JSC,- MDF Geruco Quang Tri Wood JSC,MDF,"303,951,362,000",,-,"303,951,362,000","453,588,955,600",-,,,,,,,
- Geruco Song Con Hydro Power JSC (3),- Geruco Song Con Hydro Power JSC (3),- Geruco Song Con Hydro Power JSC (3),,"191,250,000,000",,-,"191,250,000,000",,-,,,,,,,
- Rubber Industry and Import-Export JSC,- Rubber Industry and Import-Export JSC,- Rubber Industry and Import-Export JSC,RBC,"89,540,605,515",,-,"89,540,605,515",,-,,,,,,,
- VRG - Phu Yen JSC (3),- VRG - Phu Yen JSC (3),- VRG - Phu Yen JSC (3),,"269,179,671,747",,"(42,875,419,975)","269,179,671,747",,"(24,107,929,184)",,,,,,,
- VRG - Dak Nong JSC (3),- VRG - Dak Nong JSC (3),- VRG - Dak Nong JSC (3),,"206,085,048,366",,-,"206,085,048,366",,-,,,,,,,
- Geru Star Sport JSC,- Geru Star Sport JSC,- Geru Star Sport JSC,GER,"6,232,160,000",,"(883,991,196)","6,232,160,000",,-,,,,,,,
- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,,"404,916,761,911",,-,"404,916,761,911",,-,,,,,,,
- Son La Rubber JSC,- Son La Rubber JSC,- Son La Rubber JSC,,"723,532,016,495",,"(48,785,213,012)","723,532,016,495",,"(49,521,010,508)",,,,,,,
- Tay Ninh Rubber JSC (1),- Tay Ninh Rubber JSC (1),- Tay Ninh Rubber JSC (1),TRC,"390,600,000,000","968,400,000,000",-,"390,600,000,000","559,800,000,000",-,,,,,,,
- Dong Phu Rubber JSC (1),- Dong Phu Rubber JSC (1),- Dong Phu Rubber JSC (1),DPR,"840,000,000,000","1,862,400,000,000",-,"840,000,000,000","1,516,800,000,000",-,,,,,,,
- Rubber Engineering JSC,- Rubber Engineering JSC,- Rubber Engineering JSC,,"19,442,138,245",,-,"19,442,138,245",,-,,,,,,,
- Ha Giang Rubber JSC,- Ha Giang Rubber JSC,- Ha Giang Rubber JSC,,"283,548,428,712",,"(5,172,193,389)","283,548,428,712",,"(10,372,389,982)",,,,,,,
- Quasa Geruco JSC,- Quasa Geruco JSC,- Quasa Geruco JSC,,"602,466,062,679",,"(351,333,485,911)","602,466,062,679",,"(411,324,355,402)",,,,,,,
- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,,"837,737,046,488",,-,"837,737,046,488",,"(22,092,413,809)",,,,,,,
- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,,"420,686,216,787",,-,"420,686,216,787",,-,,,,,,,
- Phuoc Hoa Rubber JSC (1),- Phuoc Hoa Rubber JSC (1),- Phuoc Hoa Rubber JSC (1),PHR,"1,126,494,844,800","4,802,045,332,000",-,"1,126,494,844,800","4,486,121,297,000",-,,,,,,,
- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,,"670,092,314,721",,"(7,850,313,932)","670,092,314,721",,"(15,735,744,908)",,,,,,,
- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,,"349,410,546,000",,"(2,194,635,859)","349,410,546,000",,"(5,330,985,043)",,,,,,,
- Hoa Binh Rubber JSC (1),- Hoa Binh Rubber JSC (1),- Hoa Binh Rubber JSC (1),HRC,"502,951,680,000","681,912,000,000",-,"502,951,680,000","1,074,427,200,000",-,,,,,,,
- Rubber Trading and Tourism Services JSC,- Rubber Trading and Tourism Services JSC,- Rubber Trading and Tourism Services JSC,,"37,174,406,372",,"(25,472,641,136)","37,174,406,372",,"(26,031,804,849)",,,,,,,
- VRG Khai Hoan Rubber JSC,- VRG Khai Hoan Rubber JSC,- VRG Khai Hoan Rubber JSC,,"159,839,357,271",,-,"159,839,357,271",,-,,,,,,,
- Nghe An Rubber Investment and Development JSC,- Nghe An Rubber Investment and Development JSC,- Nghe An Rubber Investment and Development JSC,,"627,659,466,154",,-,"627,659,466,154",,"(9,635,509,487)",,,,,,,
- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,,"5,274,639,336",,-,"5,274,639,336",,-,,,,,,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,,"477,000,000,000",,"(6,650,424,399)","477,000,000,000",,"(32,047,376,796)",,,,,,,
,,,,"11,753,112,992,828",,"(491,218,318,809)","11,753,112,992,828",,"(606,199,519,968)",,,,,,,
