row_label_raw,row_label_full,Code,ITEMS,Note,Year 2024,Year 2023,numeric__ITEMS,numeric__Note,numeric__Year 2024,numeric__Year 2023
Code,Code,Code,ITEMS,Note,VND,VND,,,,
01,Code > 01,01,1. Revenue from sales of goods and rendering of services,21,"2,939,171,435,996","2,239,883,699,616",,21.0,,
02,Code > 02,02,2. Revenue deductions,22,"900,367,242","1,315,771,569",,22.0,,
10,10,10,3. Net revenue from sales of goods and rendering of services,,"2,938,271,068,754","2,238,567,928,047",,,,
11,10 > 11,11,4. Cost of goods sold,23,"2,833,459,993,333","2,147,750,619,277",,23.0,,
20,20,20,5. Gross profit from sales of goods and rendering of services,,"104,811,075,421","90,817,308,770",,,,
21,20 > 21,21,6. Financial income,24,"2,325,266,604,496","1,739,520,446,855",,24.0,,
22,20 > 22,22,7. Financial expenses,25,"(177,428,060,490)","210,022,404,268",,25.0,,
23,23,23,In which: Interest expense,,"3,820,114,200","7,089,147,192",,,,
25,23 > 25,25,8. Selling expenses,26,"10,505,751,203","6,080,587,111",,26.0,,
26,23 > 26,26,9. General administrative expenses,27,"246,195,808,157","183,346,600,178",,27.0,,
30,30,30,10. Net profit from operating activities,,"2,350,804,181,047","1,430,888,164,068",,,,
31,30 > 31,31,11. Other income,28,"7,669,851,408","2,258,971,297",,28.0,,
32,30 > 32,32,12. Other expenses,29,"4,942,381,900","49,673,317",,29.0,,
40,40,40,13. Other profit,,"2,727,469,508","2,209,297,980",,,,
50,50,50,14. Total net profit before tax,,"2,353,531,650,555","1,433,097,462,048",,,,
51,50 > 51,51,15. Current corporate income tax expense,30,-,-,,30.0,,
60,60,60,16. Profit after corporate income tax,,"2,353,531,650,555","1,433,097,462,048",,,,
