row_label_raw,row_label_full,col_0,Under 1 year,From 1 to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 to 5 years,numeric__Over 5 years,numeric__Total
,,,VND,VND,VND,VND,,,,
As at 31/12/2024,As at 31/12/2024,As at 31/12/2024,As at 31/12/2024,As at 31/12/2024,As at 31/12/2024,As at 31/12/2024,,,,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"604,813,681,439",-,-,"604,813,681,439",,,,
"Trade receivables, other receivables","Trade receivables, other receivables","Trade receivables, other receivables","1,132,047,316,113","2,307,628,216,562",-,"3,439,675,532,675",,,,
Lendings,Lendings,Lendings,"3,706,095,812,211","373,502,713,819",-,"4,079,598,526,030",,,,
,,,"5,442,956,809,763","2,681,130,930,381",-,"8,124,087,740,144",,,,
As at 01/01/2024,As at 01/01/2024,As at 01/01/2024,As at 01/01/2024,As at 01/01/2024,As at 01/01/2024,As at 01/01/2024,,,,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"805,060,237,973",-,-,"805,060,237,973",,,,
"Trade receivables, other receivables","Trade receivables, other receivables","Trade receivables, other receivables","1,420,387,596,343","2,352,006,871,679",-,"3,772,394,468,022",,,,
Lendings,Lendings,Lendings,"2,445,889,233,811","408,719,303,811",-,"2,854,608,537,622",,,,
,,,"4,671,337,068,127","2,760,726,175,490",-,"7,432,063,243,617",,,,
