row_label_raw,row_label_full,col_0,col_1,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__col_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,,
,,,,VND,VND,VND,VND,,,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",,40.386.595,-,39.076.700,-,,40386595.0,,39076700.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",,1.840.400.000,-,660.000.000,-,,1840400000.0,,660000000.0,
Hàng hoá,Hàng hoá,Hàng hoá,,710.547.254.106,-,48.050.295.406,-,,710547254106.0,,48050295406.0,
,,,,712.428.040.701,-,48.749.372.106,-,,712428040701.0,,48749372106.0,
11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,11 . TÀI SẢN CÓ ĐỊNH HỮU HÌNH,,,,,
,,,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải,truyền dẫn","Thiết bị, dụng cụquản lý",Cộng,,,,,
,,,VND,VND,VND,VND,VND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,157.774.809.642,4.708.703.255,28.066.069.338,70.054.806.136,260.604.388.371,157774809642.0,4708703255.0,28066069338.0,70054806136.0,260604388371.0
- Mua trong năm,Nguyên giá > - Mua trong năm,- Mua trong năm,-,-,9.077.328.636,-,9.077.328.636,,,9077328636.0,,9077328636.0
"- Thanh lý, nhượng bán","Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(8.654.847.188),(671.588.728),(9.326.435.916),,,-8654847188.0,-671588728.0,-9326435916.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,157.774.809.642,4.708.703.255,28.488.550.786,69.383.217.408,260.355.281.091,157774809642.0,4708703255.0,28488550786.0,69383217408.0,260355281091.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,71.581.856.161,4.688.703.245,18.839.788.454,69.852.810.136,164.963.157.996,71581856161.0,4688703245.0,18839788454.0,69852810136.0,164963157996.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,6.016.053.773,20.000.010,2.481.373.472,78.192.000,8.595.619.255,6016053773.0,20000010.0,2481373472.0,78192000.0,8595619255.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(8.654.847.188),(671.588.728),(9.326.435.916),,,-8654847188.0,-671588728.0,-9326435916.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,77.597.909.934,4.708.703.255,12.666.314.738,69.259.413.408,164.232.341.335,77597909934.0,4708703255.0,12666314738.0,69259413408.0,164232341335.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,86.192.953.481,20.000.010,9.226.280.884,201.996.000,95.641.230.375,86192953481.0,20000010.0,9226280884.0,201996000.0,95641230375.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,80.176.899.708,-,15.822.236.048,123.804.000,96.122.939.756,80176899708.0,,15822236048.0,123804000.0,96122939756.0
