row_label_raw,row_label_full,col_0,Relation,Year 2024,Year 2023,numeric__Relation,numeric__Year 2024,numeric__Year 2023
,,,Relation,VND,VND,,,
"Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)",,,
- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,Associate,"6,650,223,800","7,557,072,500",,,
- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,Subsidiary,"72,000,000,000","72,000,000,000",,,
- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,Subsidiary,"16,200,000,000",-,,,
- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,Subsidiary,"270,792,030,000","176,014,819,500",,,
- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,Subsidiary,-,"4,989,600,000",,,
- Nam Tan Uyen Joint Stock Corporation,- Nam Tan Uyen Joint Stock Corporation,- Nam Tan Uyen Joint Stock Corporation,Associate,"29,403,000,000","9,801,000,000",,,
- Geruco Song Con Hydro Power JSC,- Geruco Song Con Hydro Power JSC,- Geruco Song Con Hydro Power JSC,Subsidiary,"57,375,000,000",-,,,
- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,Investee,"184,826,100,000",-,,,
- Dau Tieng Cambodia Rubber JSC,- Dau Tieng Cambodia Rubber JSC,- Dau Tieng Cambodia Rubber JSC,Investee,"1,241,613,082",-,,,
Interest from lendings,Interest from lendings,Interest from lendings,,"21,218,909,095","24,279,671,413",,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,Subsidiary,"11,353,960,486","11,322,938,736",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"1,053,673,598","1,185,977,655",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"785,376,323","1,319,742,569",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"296,698,527","489,656,310",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"268,752,959","450,549,183",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"177,183,943","292,975,206",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"703,209,359","781,770,977",,,
"- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd",Subsidiary,"2,850,683,760","3,157,038,462",,,
"- Kon Tum Rubber Co.,Ltd","- Kon Tum Rubber Co.,Ltd","- Kon Tum Rubber Co.,Ltd",Subsidiary,"1,275,707,695","2,109,868,075",,,
"- Krong Buk Rubber Co.,Ltd","- Krong Buk Rubber Co.,Ltd","- Krong Buk Rubber Co.,Ltd",Subsidiary,"130,929,452","203,330,837",,,
"- Mang Yang Rubber Co.,Ltd","- Mang Yang Rubber Co.,Ltd","- Mang Yang Rubber Co.,Ltd",Subsidiary,"641,880,444","1,010,826,294",,,
"- Quang Nam Rubber Co.,Ltd","- Quang Nam Rubber Co.,Ltd","- Quang Nam Rubber Co.,Ltd",Subsidiary,"921,333,203","1,123,654,250",,,
