row_label_raw,row_label_full,col_0,31/12/2024 > Giá gốc,31/12/2024 > Giá trịcó thể thu hồi,01/01/2024 > Giá gốc,01/01/2024 > Giá trịcó thể thu hồi,numeric__31/12/2024 > Giá gốc,numeric__31/12/2024 > Giá trịcó thể thu hồi,numeric__01/01/2024 > Giá gốc,numeric__01/01/2024 > Giá trịcó thể thu hồi
,,,VND,VND,VND,VND,,,,
Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,,,,
+ Công ty Cổ phần GỗMDF VRG Kiên Giang,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần GỗMDF VRG Kiên Giang,+ Công ty Cổ phần GỗMDF VRG Kiên Giang,181.362.095.404,-,181.362.095.404,-,181362095404.0,,181362095404.0,
+ Công ty Cổ phần Cao su Phú Riếng Kratie,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Cao su Phú Riếng Kratie,+ Công ty Cổ phần Cao su Phú Riếng Kratie,92.278.244.169,-,92.278.244.169,-,92278244169.0,,92278244169.0,
+ Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,+ Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,80.417.287.483,37.150.483.761,87.932.889.966,75.918.521.811,80417287483.0,37150483761.0,87932889966.0,75918521811.0
+ Công ty Cổ phần Đầu tư và Dịch vụ Sao Kim,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Đầu tư và Dịch vụ Sao Kim,+ Công ty Cổ phần Đầu tư và Dịch vụ Sao Kim,26.927.521.922,14.938.890.579,27.007.205.024,23.030.698.921,26927521922.0,14938890579.0,27007205024.0,23030698921.0
+ Công ty Cổ phần Chứng khoán Cao su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Chứng khoán Cao su,+ Công ty Cổ phần Chứng khoán Cao su,9.184.524.709,-,9.184.524.709,-,9184524709.0,,9184524709.0,
+ Công ty Cổ phần Đầu tư Xây dựng Cao su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Đầu tư Xây dựng Cao su,+ Công ty Cổ phần Đầu tư Xây dựng Cao su,8.752.000.000,-,8.752.000.000,-,8752000000.0,,8752000000.0,
+ Công ty Cổ phần Xây dựng - Địa ốc Cao Su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Xây dựng - Địa ốc Cao Su,+ Công ty Cổ phần Xây dựng - Địa ốc Cao Su,570.964.000,-,770.964.000,77.194.800,570964000.0,,770964000.0,77194800.0
+ Công ty TNHH MTV Cao su Quảng Ngãi,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTV Cao su Quảng Ngãi,+ Công ty TNHH MTV Cao su Quảng Ngãi,1.784.967.369,1.204.863.533,-,-,1784967369.0,1204863533.0,,
Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),,,,
+ Các khách hàng cho vay,Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khách hàng cho vay,+ Các khách hàng cho vay,672.107.391.936,341.035.318.780,681.188.071.741,341.294.714.856,672107391936.0,341035318780.0,681188071741.0,341294714856.0
+ Các khoản cho vay theo hình thức Repo cổ phiếu\( ^{(2)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khoản cho vay theo hình thức Repo cổ phiếu\( ^{(2)} \),+ Các khoản cho vay theo hình thức Repo cổ phiếu\( ^{(2)} \),51.676.359.215,6.097.300.000,51.736.359.215,6.679.200.000,51676359215.0,6097300000.0,51736359215.0,6679200000.0
,,,1.125.061.356.207,400.426.856.653,1.140.212.354.228,447.000.330.388,1125061356207.0,400426856653.0,1140212354228.0,447000330388.0
