row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2024,Năm 2023,numeric__Môi quan hệ,numeric__Năm 2024,numeric__Năm 2023
Thu hồi tạm ứng vốn đầu tư xây dựng cơ bản,"Mua hàng hóa, dịch vụ (tiếp theo) > Thu hồi tạm ứng vốn đầu tư xây dựng cơ bản",Thu hồi tạm ứng vốn đầu tư xây dựng cơ bản,,42.778.655.117,-,,42778655117.0,
- Công ty TNHH MTV Cao su Ea H'Leo,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Ea H'Leo",- Công ty TNHH MTV Cao su Ea H'Leo,Công ty con,14.879.583.464,-,,14879583464.0,
- Công ty TNHH MTV Cao su Quảng Nam,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Quảng Nam",- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,1.331.978.688,-,,1331978688.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Hà Tĩnh",- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,11.021.953.447,-,,11021953447.0,
- Công ty TNHH MTV Cao su Hương Khê HàTĩnh,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Hương Khê HàTĩnh",- Công ty TNHH MTV Cao su Hương Khê HàTĩnh,Công ty con,10.476.985.176,-,,10476985176.0,
- Công ty TNHH MTV Cao su Nam Giang -Quảng Nam,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Nam Giang -Quảng Nam",- Công ty TNHH MTV Cao su Nam Giang -Quảng Nam,Công ty con,5.068.154.342,-,,5068154342.0,
Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Môi quan hệ,31/12/2024,01/01/2024,,,
Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Số dư tại ngày kết thúc năm tài chính:,Môi quan hệ,VND,VND,,,
Phải thu về ứng vốn kinh doanh,Số dư tại ngày kết thúc năm tài chính: > Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,,10.122.169.876,11.722.169.876,,10122169876.0,11722169876.0
- Công ty TNHH MTV Cao su Hương KhêHà Tĩnh,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Hương KhêHà Tĩnh,- Công ty TNHH MTV Cao su Hương KhêHà Tĩnh,Công ty con,6.922.169.876,6.922.169.876,,6922169876.0,6922169876.0
- Công ty TNHH MTV Cao su Hà Tĩnh,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,3.200.000.000,4.800.000.000,,3200000000.0,4800000000.0
Phải thu về tạm ứng vốn điều lệ,Số dư tại ngày kết thúc năm tài chính: > Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,,2.304.428.216.562,2.347.206.871.679,,2304428216562.0,2347206871679.0
- Công ty TNHH MTV Tổng Công ty Cao suĐồng Nai,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Tổng Công ty Cao suĐồng Nai,- Công ty TNHH MTV Tổng Công ty Cao suĐồng Nai,Công ty con,524.552.659.475,524.552.659.475,,524552659475.0,524552659475.0
- Công ty TNHH MTV Cao su Chư Sê,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,277.607.996.594,277.607.996.594,,277607996594.0,277607996594.0
- Công ty TNHH MTV Cao su Lộc Ninh,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,213.738.989.400,213.738.989.400,,213738989400.0,213738989400.0
- Công ty TNHH MTV Cao su Quảng Nam,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,212.167.758.113,213.499.736.801,,212167758113.0,213499736801.0
- Công ty TNHH MTV Cao su Chư Pãh,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,153.947.926.443,153.947.926.443,,153947926443.0,153947926443.0
- Công ty TNHH MTV Cao su Dầu Tiếng,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,153.283.653.523,153.283.653.523,,153283653523.0,153283653523.0
- Công ty TNHH MTV Cao su Nam Giang -Quảng Nam,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Nam Giang -Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang -Quảng Nam,Công ty con,136.014.845.658,141.083.000.000,,136014845658.0,141083000000.0
- Công ty TNHH MTV Cao su Quảng Trị,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,Công ty con,131.471.502.915,131.471.502.915,,131471502915.0,131471502915.0
- Công ty TNHH MTV Cao su Hà Tĩnh,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,117.357.987.743,128.379.941.190,,117357987743.0,128379941190.0
- Công ty TNHH MTV Cao su Hương KhêHà Tĩnh,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Hương KhêHà Tĩnh,- Công ty TNHH MTV Cao su Hương KhêHà Tĩnh,Công ty con,111.835.858.193,122.312.843.369,,111835858193.0,122312843369.0
- Công ty TNHH MTV Cao su Chư Prông,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,101.435.911.551,101.435.911.551,,101435911551.0,101435911551.0
- Công ty TNHH MTV Cao su Thanh Hóa,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,84.291.291.160,84.291.291.160,,84291291160.0,84291291160.0
- Công ty TNHH MTV Cao su Mang Yang,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,50.469.466.667,50.469.466.667,,50469466667.0,50469466667.0
- Công ty TNHH MTV Cao su Krông Buk,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,26.200.000.000,26.200.000.000,,26200000000.0,26200000000.0
- Công ty TNHH MTV Cao su Eah Leo,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,2.120.416.536,17.000.000.000,,2120416536.0,17000000000.0
- Trung tâm Y tế Cao su,Số dư tại ngày kết thúc năm tài chính: > - Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,Công ty con,4.931.952.591,4.931.952.591,,4931952591.0,4931952591.0
- Công ty TNHH MTV Cao su Quảng Ngãi,Số dư tại ngày kết thúc năm tài chính: > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,3.000.000.000,3.000.000.000,,3000000000.0,3000000000.0
