row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2024,Năm 2023,numeric__Môi quan hệ,numeric__Năm 2024,numeric__Năm 2023
,,,Môi quan hệ,VND,VND,,,
"Mua hàng hóa, dịch vụ (tiếp theo)","Mua hàng hóa, dịch vụ (tiếp theo)","Mua hàng hóa, dịch vụ (tiếp theo)","Mua hàng hóa, dịch vụ (tiếp theo)","Mua hàng hóa, dịch vụ (tiếp theo)","Mua hàng hóa, dịch vụ (tiếp theo)",,,
- Công ty TNHH MTV Cao su Nam Giang -Quảng Nam,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Nam Giang -Quảng Nam",- Công ty TNHH MTV Cao su Nam Giang -Quảng Nam,Công ty con,1.590.624.000,22.884.004.500,,1590624000.0,22884004500.0
- Công ty Cổ phần Cao su Phước Hòa,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty Cổ phần Cao su Phước Hòa",- Công ty Cổ phần Cao su Phước Hòa,Công ty con,16.567.488.000,16.630.208.992,,16567488000.0,16630208992.0
- Công ty TNHH MTV Cao su Binh Long,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Binh Long",- Công ty TNHH MTV Cao su Binh Long,Công ty con,18.019.161.000,30.711.168.000,,18019161000.0,30711168000.0
- Công ty TNHH MTV Cao su Quảng Trị,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Quảng Trị",- Công ty TNHH MTV Cao su Quảng Trị,Công ty con,-,16.575.008.000,,,16575008000.0
- Công ty Cổ phần Cao su Đồng Nai Kratie,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty Cổ phần Cao su Đồng Nai Kratie",- Công ty Cổ phần Cao su Đồng Nai Kratie,Công ty liên kết,80.236.677.988,92.648.678.000,,80236677988.0,92648678000.0
- Công ty Cổ phần Cao su Dầu Tiếng Kratie,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty Cổ phần Cao su Dầu Tiếng Kratie",- Công ty Cổ phần Cao su Dầu Tiếng Kratie,Công ty liên kết,-,10.678.500.000,,,10678500000.0
- Công ty TNHH MTV Cao su Thanh Hóa,"Mua hàng hóa, dịch vụ (tiếp theo) > - Công ty TNHH MTV Cao su Thanh Hóa",- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,42.512.400.000,20.514.165.000,,42512400000.0,20514165000.0
- Tập chí Cao su Việt Nam,"Mua hàng hóa, dịch vụ (tiếp theo) > - Tập chí Cao su Việt Nam",- Tập chí Cao su Việt Nam,Công ty con,2.583.616.010,-,,2583616010.0,
