row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024 > VND,Năm 2023 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2024 > VND,numeric__Năm 2023 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21,2.939.171.435.996,2.239.883.699.616,,21.0,2939171435996.0,2239883699616.0
02,02,02,2. Các khoản giảm trừ doanh thu,22,900.367.242,1.315.771.569,,22.0,900367242.0,1315771569.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,2.938.271.068.754,2.238.567.928.047,,,2938271068754.0,2238567928047.0
11,11,11,4. Giá vốn hàng bán,23,2.833.459.993.333,2.147.750.619.277,,23.0,2833459993333.0,2147750619277.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,104.811.075.421,90.817.308.770,,,104811075421.0,90817308770.0
21,21,21,6. Doanh thu hoạt động tài chính,24,2.325.266.604.496,1.739.520.446.855,,24.0,2325266604496.0,1739520446855.0
22,22,22,7. Chi phí tài chính,25,(177.428.060.490),210.022.404.268,,25.0,-177428060490.0,210022404268.0
23,23,23,Trong đó: Chi phí lãi vay,,3.820.114.200,7.089.147.192,,,3820114200.0,7089147192.0
25,25,25,8. Chi phí bán hàng,26,10.505.751.203,6.080.587.111,,26.0,10505751203.0,6080587111.0
26,26,26,9. Chi phí quản lý doanh nghiệp,27,246.195.808.157,183.346.600.178,,27.0,246195808157.0,183346600178.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,2.350.804.181.047,1.430.888.164.068,,,2350804181047.0,1430888164068.0
31,31,31,11. Thu nhập khác,28,7.669.851.408,2.258.971.297,,28.0,7669851408.0,2258971297.0
32,32,32,12. Chi phí khác,29,4.942.381.900,49.673.317,,29.0,4942381900.0,49673317.0
40,40,40,13. Lợi nhuận khác,,2.727.469.508,2.209.297.980,,,2727469508.0,2209297980.0
50,50,50,14. Tổng lợi nhuận.kế toán trước thuế,,2.353.531.650.555,1.433.097.462.048,,,2353531650555.0,1433097462048.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,30,,,,30.0,,
60,60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,2.353.531.650.555,1.433.097.462.048,,,2353531650555.0,1433097462048.0
