row_label_raw,row_label_full,col_0,Pages,numeric__Pages
Report of the Board of Management,Report of the Board of Management,Report of the Board of Management,02 - 03,
Independent Auditors' Report,Report of the Board of Management > Independent Auditors' Report,Independent Auditors' Report,04,4.0
Audited Separate Financial Statements,Audited Separate Financial Statements,Audited Separate Financial Statements,05 - 53,
Separate Statement of Financial Position,Separate Statement of Financial Position,Separate Statement of Financial Position,05 - 07,
Separate Statement of Income,Separate Statement of Financial Position > Separate Statement of Income,Separate Statement of Income,08,8.0
Separate Statement of Cash Flows,Separate Statement of Financial Position > Separate Statement of Cash Flows,Separate Statement of Cash Flows,09,9.0
Notes to the Separate Financial Statements,Notes to the Separate Financial Statements,Notes to the Separate Financial Statements,10 - 53,
