row_label_raw,row_label_full,Mr. Tran Cong Kha,Chairman,col_2,numeric__Chairman,numeric__col_2
Mr. Le Thanh Hung,Mr. Le Thanh Hung,Mr. Le Thanh Hung,Member,,,
Mr. Ha Van Khuong,Mr. Ha Van Khuong,Mr. Ha Van Khuong,Member,,,
Mr. Nguyen Hay,Mr. Nguyen Hay,Mr. Nguyen Hay,Member,,,
Mr. Do Huu Phuoc,Mr. Do Huu Phuoc,Mr. Do Huu Phuoc,Member,Appointed on 17/06/2024,,
Mr. Nguyen Dong Phong,Mr. Nguyen Dong Phong,Mr. Nguyen Dong Phong,Member,Appointed on 17/06/2024,,
Mr. Tran Ngoc Thuan,Mr. Tran Ngoc Thuan,Mr. Tran Ngoc Thuan,Member,Dismissed on 28/06/2024,,
Mr. Huynh Van Bao,Mr. Huynh Van Bao,Mr. Huynh Van Bao,Member,Resigned on 29/03/2024,,
Mr. Pham Van Thanh,Mr. Pham Van Thanh,Mr. Pham Van Thanh,Member,Resigned on 29/03/2024,,
Mr. Phan Manh Hung,Mr. Phan Manh Hung,Mr. Phan Manh Hung,Member,Resigned on 29/03/2024,,
