row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2024,Năm 2023,numeric__Môi quan hệ,numeric__Năm 2024,numeric__Năm 2023
,,,Môi quan hệ,VND,VND,,,
"Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)",,,
- Công ty Cổ phần Cao su Bến Thành,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao su Bến Thành",- Công ty Cổ phần Cao su Bến Thành,Công ty liên kết,6.650.223.800,7.557.072.500,,6650223800.0,7557072500.0
- Công ty Cổ phần Cao su Đồng Phú,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao su Đồng Phú",- Công ty Cổ phần Cao su Đồng Phú,Công ty con,72.000.000.000,72.000.000.000,,72000000000.0,72000000000.0
- Công ty Cổ phần Cao su Tây Ninh,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao su Tây Ninh",- Công ty Cổ phần Cao su Tây Ninh,Công ty con,16.200.000.000,-,,16200000000.0,
- Công ty Cổ phần Cao su Phước Hòa,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao su Phước Hòa",- Công ty Cổ phần Cao su Phước Hòa,Công ty con,270.792.030.000,176.014.819.500,,270792030000.0,176014819500.0
- Công ty Cổ phần Cao Su Hòa Bình,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao Su Hòa Bình",- Công ty Cổ phần Cao Su Hòa Bình,Công ty con,-,4.989.600.000,,,4989600000.0
- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Khu công nghiệp Nam Tân Uyên",- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,Công ty liên kết,29.403.000.000,9.801.000.000,,29403000000.0,9801000000.0
- Công ty Cổ phần Thủy điện Geruco Sông Côn,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Thủy điện Geruco Sông Côn",- Công ty Cổ phần Thủy điện Geruco Sông Côn,Công ty con,57.375.000.000,-,,57375000000.0,
- Công ty Cổ phần VRG - Bảo Lộc,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần VRG - Bảo Lộc",- Công ty Cổ phần VRG - Bảo Lộc,Công ty nhận đầu tư,184.826.100.000,-,,184826100000.0,
- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao su Dầu Tiếng Campuchia",- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Công ty nhận đầu tư,1.241.613.082,-,,1241613082.0,
Lãi cho vay,"Cổ tức, lợi nhuận được chia (tiếp theo) > Lãi cho vay",Lãi cho vay,,21.218.909.095,24.279.621.413,,21218909095.0,24279621413.0
- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Gỗ MDF VRG Kiên Giang",- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,Công ty con,11.353.960.486,11.322.938.736,,11353960486.0,11322938736.0
- Công ty TNHH MTV Cao su Bình Thuận,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty TNHH MTV Cao su Bình Thuận",- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,1.053.673.598,1.185.977.655,,1053673598.0,1185977655.0
- Công ty TNHH MTV Cao su Chư Pãh,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty TNHH MTV Cao su Chư Pãh",- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,785.376.323,1.319.742.569,,785376323.0,1319742569.0
- Công ty TNHH MTV Cao su Chư Prông,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty TNHH MTV Cao su Chư Prông",- Công ty TNHH MTV Cao su Chư Prông,Công ty con,296.698.527,489.656.310,,296698527.0,489656310.0
- Công ty TNHH MTV Cao su Chư Sê,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty TNHH MTV Cao su Chư Sê",- Công ty TNHH MTV Cao su Chư Sê,Công ty con,268.752.959,450.549.183,,268752959.0,450549183.0
