row_label_raw,row_label_full,col_0,Relation,Year 2024,Year 2023,numeric__Relation,numeric__Year 2024,numeric__Year 2023
,,,Relation,VND,VND,,,
"Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)",,,
"- Hoang Anh Mang Yang K.Aphivath Caoutchouc Co., Ltd","- Hoang Anh Mang Yang K.Aphivath Caoutchouc Co., Ltd","- Hoang Anh Mang Yang K.Aphivath Caoutchouc Co., Ltd",Group member,"219,190,208,941","171,182,820,421",,,
- Dau Tieng - Viet Lao Rubber Joint Stock Development Company Limited,- Dau Tieng - Viet Lao Rubber Joint Stock Development Company Limited,- Dau Tieng - Viet Lao Rubber Joint Stock Development Company Limited,Group member,"135,738,986,805","128,711,523,000",,,
"- Dong Phu Kratie Aphivath Caoutchouc Co., Ltd","- Dong Phu Kratie Aphivath Caoutchouc Co., Ltd","- Dong Phu Kratie Aphivath Caoutchouc Co., Ltd",Group member,"36,701,007,840","67,376,957,760",,,
"- Tay Ninh Siemreap Aphivath Caoutchouc Co., Ltd","- Tay Ninh Siemreap Aphivath Caoutchouc Co., Ltd","- Tay Ninh Siemreap Aphivath Caoutchouc Co., Ltd",Group member,"46,311,753,600","33,193,316,625",,,
"- Krongbuk Ratanakiri Aphivath Caoutchouc Co., Ltd","- Krongbuk Ratanakiri Aphivath Caoutchouc Co., Ltd","- Krongbuk Ratanakiri Aphivath Caoutchouc Co., Ltd",Group member,"80,068,965,585","80,175,427,500",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"86,940,997,723","56,472,202,500",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"64,494,974,495","32,476,133,632",,,
"- Ba Ria Kampongthom Aphivath Caoutchouc Co., Ltd","- Ba Ria Kampongthom Aphivath Caoutchouc Co., Ltd","- Ba Ria Kampongthom Aphivath Caoutchouc Co., Ltd",Group member,"52,073,424,513","31,499,477,625",,,
"- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd",Subsidiary,"109,392,633,000","20,296,080,000",,,
"- Chumomray Rubber Co., Ltd","- Chumomray Rubber Co., Ltd","- Chumomray Rubber Co., Ltd",Group member,"92,754,403,521","101,911,971,000",,,
"- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd",Subsidiary,"110,201,722,236","45,554,036,500",,,
"- Lao Quasa - Geruco Joint Stock Co., Ltd","- Lao Quasa - Geruco Joint Stock Co., Ltd","- Lao Quasa - Geruco Joint Stock Co., Ltd",Group member,"89,058,114,075",-,,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"100,820,868,000","34,260,684,000",,,
- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,Subsidiary,"43,335,254,000","31,734,885,832",,,
"- KonTum Rubber Co., Ltd","- KonTum Rubber Co., Ltd","- KonTum Rubber Co., Ltd",Subsidiary,"35,222,750,000","22,160,250,000",,,
- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,Subsidiary,"106,685,815,250","70,389,900,000",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"34,051,765,746","2,025,000,000",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"24,225,560,000","39,050,040,000",,,
- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,Subsidiary,"41,574,750,000","47,005,756,000",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"12,660,480,000","52,601,325,000",,,
"- Tan Bien - Kampongthom Aphivath Caoutchouc Co., Ltd","- Tan Bien - Kampongthom Aphivath Caoutchouc Co., Ltd","- Tan Bien - Kampongthom Aphivath Caoutchouc Co., Ltd",Group member,"50,656,667,460","19,633,838,889",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"149,769,979,800","90,396,179,000",,,
- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,Subsidiary,"94,705,531,200","76,186,059,600",,,
- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,Subsidiary,"32,933,796,000","9,729,804,000",,,
"- Viet Lao Rubber Co., Ltd","- Viet Lao Rubber Co., Ltd","- Viet Lao Rubber Co., Ltd",Group member,"99,519,750,750","68,303,731,650",,,
- Son La Rubber JSC,- Son La Rubber JSC,- Son La Rubber JSC,Subsidiary,"95,842,740,000","32,655,000,000",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"82,970,496,000","18,594,576,000",,,
- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,Subsidiary,"14,176,960,000","1,910,953,600",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"120,226,074,000","81,784,593,950",,,
- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,Subsidiary,"51,076,947,600","23,227,936,200",,,
- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,Subsidiary,"235,799,434,500","88,408,740,000",,,
