row_label_raw,row_label_full,col_0,Relation,31/12/2024,01/01/2024,numeric__Relation,numeric__31/12/2024,numeric__01/01/2024
,,,Relation,VND,VND,,,
"Receivables from dividends, distributed profits","Receivables from dividends, distributed profits","Receivables from dividends, distributed profits","Receivables from dividends, distributed profits","108,392,000,000","149,264,272,303",,,
- EVN Internation JSC,- EVN Internation JSC,- EVN Internation JSC,Investee,"2,592,000,000",-,,,
- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,Subsidiary,"105,800,000,000","126,014,819,500",,,
- Ba Ria Kampongthom Rubber JSC,- Ba Ria Kampongthom Rubber JSC,- Ba Ria Kampongthom Rubber JSC,Associate,-,"15,982,072,779",,,
- Viet Lao Rubber JSC,- Viet Lao Rubber JSC,- Viet Lao Rubber JSC,Associate,-,"7,267,380,024",,,
Receivables from accrued interest,Receivables from accrued interest,Receivables from accrued interest,Receivables from accrued interest,"15,629,585,762","17,747,880,251",,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,Subsidiary,"6,353,960,487","11,322,938,736",,,
"- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd",Subsidiary,"9,275,625,275","6,424,941,515",,,
Receivables from interest of AFD lendings,Receivables from interest of AFD lendings,Receivables from interest of AFD lendings,Receivables from interest of AFD lendings,"2,050,657,742","2,317,948,835",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"248,068,461","283,235,483",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"22,435,759","44,329,591",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"30,307,780","58,750,466",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"132,487,995","272,692,895",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"53,167,131","99,850,466",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"45,325,889","93,854,149",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,"226,463,716","438,133,335",,,
"- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd",Subsidiary,"222,834,043","243,927,555",,,
"- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd",Subsidiary,"894,970,402","497,420,340",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"174,596,566","181,228,330",,,
