row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2024,01/01/2024,numeric__ASSETS,numeric__Note,numeric__31/12/2024,numeric__01/01/2024
Code,Code,Code,ASSETS,Note,VND,VND,,,,
200,200,200,B. NON-CURRENT ASSETS,,"39,074,291,353,574","38,959,612,113,043",,,,
210,210,210,I. Long-term receivables,,"2,681,130,930,381","2,760,726,175,490",,,,
215,210 > 215,215,1. Long-term lending receivables,7,"750,153,846,190","828,069,819,911",,7.0,,
216,210 > 216,216,2. Other long-term receivables,8,"2,307,628,216,562","2,352,006,871,679",,8.0,,
219,219,219,3. Provision for long-term doubtful debts,,"(376,651,132,371)","(419,350,516,100)",,,,
220,220,220,II. Fixed assets,,"107,722,031,126","106,995,315,769",,,,
221,220 > 221,221,1. Tangible fixed assets,11,"96,122,939,756","95,641,230,375",,11.0,,
222,222,222,- Historical cost,,"260,355,281,091","260,604,388,371",,,,
223,223,223,- Accumulated depreciation,,"(164,232,341,335)","(164,963,157,996)",,,,
227,223 > 227,227,2. Intangible fixed assets,12,"11,599,091,370","11,354,085,394",,12.0,,
228,228,228,- Historical cost,,"21,855,562,610","21,331,140,870",,,,
229,229,229,- Accumulated amortization,,"(10,256,471,240)","(9,977,055,476)",,,,
240,240,240,III. Long-term assets in progress,,"1,363,716,666",-,,,,
242,242,242,1. Construction in progress,,"1,363,716,666",-,,,,
250,242 > 250,250,IV. Long-term financial investments,4,"36,281,041,087,224","36,089,508,656,922",,4.0,,
251,251,251,1. Investments in subsidiaries,,"31,403,255,726,363","31,403,255,726,363",,,,
252,252,252,2. Investments in joint ventures and associates,,"5,749,855,610,109","5,749,855,610,109",,,,
253,253,253,3. Equity investments in other entities,,"203,111,202,124","203,111,202,124",,,,
254,254,254,4. Provision for devaluation of long-term investments,,"(1,075,181,451,372)","(1,266,713,881,674)",,,,
260,260,260,V. Other long-term assets,,"3,033,588,177","2,381,964,862",,,,
261,261,261,1. Long-term prepaid expenses,,"3,033,588,177","2,381,964,862",,,,
270,270,270,TOTAL ASSETS,,"45,421,630,905,495","43,802,463,459,176",,,,
