row_label_raw,row_label_full,Name of member entities,Address,numeric__Address
- Representative office in Kingdom of Cambodia,- Representative office in Kingdom of Cambodia,- Representative office in Kingdom of Cambodia,"#7B, Street 466, Tonle Basac Ward, Charkamon District, Phnom Penh",
- Representative office in Lao People's Democratic Republic,- Representative office in Lao People's Democratic Republic,- Representative office in Lao People's Democratic Republic,"Hongke village, Saysettha District, Vientiane Capital",
- Representative office in the Ha Noi City,- Representative office in the Ha Noi City,- Representative office in the Ha Noi City,"56 Nguyen Du Street, Hai Ba Trung District, Ha Noi City",
