row_label_raw,row_label_full,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
VND,VND,VND,VND,VND,VND,,,
18.500.000,VND > 18.500.000,18.500.000,-,11.878.123.475,-,,11878123475.0,
18.000.000,18.000.000,18.000.000,-,-,-,,,
500.000,500.000,500.000,-,-,-,,,
-,500.000 > -,-,-,3.545.640.000,-,,3545640000.0,
-,500.000 > -,-,-,938.165.600,-,,938165600.0,
-,500.000 > -,-,-,7.394.317.875,-,,7394317875.0,
13.651.270.978,500.000 > 13.651.270.978,13.651.270.978,-,743.977.166,-,,743977166.0,
11.559.958.820,11.559.958.820,11.559.958.820,-,-,-,,,
13.669.770.978,11.559.958.820 > 13.669.770.978,13.669.770.978,-,12.622.100.641,-,,12622100641.0,
