row_label_raw,row_label_full,Code,CAPITAL,Note,31/12/2024,01/01/2024,numeric__CAPITAL,numeric__Note,numeric__31/12/2024,numeric__01/01/2024
,,,,,VND,VND,,,,
300,300,300,C. LIABILITIES,,"892,138,725,658","415,024,661,666",,,,
310,310,310,I. Current liabilities,,"875,921,815,420","368,375,320,712",,,,
311,310 > 311,311,1. Short-term trade payables,14,"233,666,566,780","99,792,483,100",,14.0,,
312,310 > 312,312,2. Short-term prepayments from customers,16,"353,295,544,635","15,954,105,575",,16.0,,
313,310 > 313,313,3. Taxes and other payables to State budget,15,"378,806,121","14,455,594,023",,15.0,,
314,314,314,4. Payables to employees,,"57,036,448,537","28,315,495,563",,,,
315,314 > 315,315,5. Short-term accrued expenses,17,"6,144,102,975","2,320,897,553",,17.0,,
318,318,318,6. Short-term unearned revenue,,"74,280,937","153,584,016",,,,
319,318 > 319,319,7. Other short-term payables,18,"129,284,798,334","114,012,011,191",,18.0,,
320,318 > 320,320,8. Short-term borrowings and finance lease liabilities,13,"31,514,615,897","31,514,615,908",,13.0,,
322,322,322,9. Bonus and welfare funds,,"64,526,651,204","61,856,533,783",,,,
330,330,330,II. Non-current liabilities,,"16,216,910,238","46,649,340,954",,,,
337,330 > 337,337,1. Other long-term payables,18,"16,216,910,238","15,134,725,057",,18.0,,
338,330 > 338,338,2. Long-term borrowings and finance lease liabilities,13,-,"31,514,615,897",,13.0,,
400,400,400,D. OWNER'S EQUITY,,"44,529,492,179,837","43,387,438,797,510",,,,
410,400 > 410,410,I. Owner's equity,19,"44,529,492,179,837","43,387,438,797,510",,19.0,,
411,411,411,1. Contributed capital,,"40,000,000,000,000","40,000,000,000,000",,,,
411a,411a,411a,- Ordinary shares with voting rights,,"40,000,000,000,000","40,000,000,000,000",,,,
418,418,418,2. Development and investment fund,,"2,175,960,529,282","1,929,177,065,651",,,,
421,421,421,3. Retained earnings,,"2,353,531,650,555","1,458,261,731,859",,,,
421a,421a,421a,- RE accumulated to the previous year,,-,"25,164,269,811",,,,
421b,421b,421b,- RE of the current year,,"2,353,531,650,555","1,433,097,462,048",,,,
440,440,440,TOTAL CAPITAL,,"45,421,630,905,495","43,802,463,459,176",,,,
