row_label_raw,row_label_full,col_0,Relation,Year 2024,Year 2023,numeric__Relation,numeric__Year 2024,numeric__Year 2023
,,,Relation,VND,VND,,,
Profit received from subsidiaries that the Group holds 100% of charter capital,Profit received from subsidiaries that the Group holds 100% of charter capital,Profit received from subsidiaries that the Group holds 100% of charter capital,Profit received from subsidiaries that the Group holds 100% of charter capital,"857,587,659,808","760,464,243,941",,,
"- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd",Subsidiary,"176,970,066,118","217,382,266,778",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"76,362,076,718","73,828,992,005",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"123,230,237,583","20,276,599,594",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,"62,043,103,673","66,298,181,743",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"26,510,214,758","34,166,801,603",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"37,621,718,299","42,905,881,646",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"39,301,551,608","32,095,734,601",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"32,945,869,804","29,400,952,740",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"30,307,021,315","9,258,019,979",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"156,325,067,346","101,294,222,981",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"54,987,861,892","92,632,674,297",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"33,219,200,161","28,290,726,208",,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"1,260,912,834","4,797,467,530",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"6,502,757,699","7,029,179,033",,,
- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,Subsidiary,-,"806,543,203",,,
"Dividends, distributed profits","Dividends, distributed profits","Dividends, distributed profits","Dividends, distributed profits","1,294,584,845,229","761,371,139,986",,,
- VRG Dongwha MDF Wood JSC,- VRG Dongwha MDF Wood JSC,- VRG Dongwha MDF Wood JSC,Associate,"112,700,000,000",-,,,
- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,Subsidiary,"76,756,680,000","43,860,960,000",,,
- Viet Nam Rubber Industrial Zone and Urban Development JSC,- Viet Nam Rubber Industrial Zone and Urban Development JSC,- Viet Nam Rubber Industrial Zone and Urban Development JSC,Investee,"14,809,664,000","7,015,104,000",,,
- Tan Bien Rubber JSC,- Tan Bien Rubber JSC,- Tan Bien Rubber JSC,Subsidiary,"190,499,216,600","99,579,135,950",,,
- Viet Lao Power JSC,- Viet Lao Power JSC,- Viet Lao Power JSC,Investee,"14,928,860,000","9,819,890,000",,,
- An Dien Industrial JSC,- An Dien Industrial JSC,- An Dien Industrial JSC,Associate,"7,700,000,000","19,057,500,000",,,
- Krong Buk - Ratanakiri Rubber JSC,- Krong Buk - Ratanakiri Rubber JSC,- Krong Buk - Ratanakiri Rubber JSC,Associate,"9,334,686,000","9,334,686,000",,,
- VRG Long Thanh Investment and Development JSC,- VRG Long Thanh Investment and Development JSC,- VRG Long Thanh Investment and Development JSC,Associate,"26,400,000,000","17,600,000,000",,,
- EVN International JSC,- EVN International JSC,- EVN International JSC,Investee,"9,936,000,000","11,232,000,000",,,
- Sai Gon VRG Investment Corporation,- Sai Gon VRG Investment Corporation,- Sai Gon VRG Investment Corporation,Investee,"5,639,200,000","8,861,600,000",,,
- Rubber Engineering JSC,- Rubber Engineering JSC,- Rubber Engineering JSC,Subsidiary,"1,620,000,000","1,903,645,125",,,
- Thuan An Wood Processing JSC,- Thuan An Wood Processing JSC,- Thuan An Wood Processing JSC,Investee,"614,716,300","726,482,900",,,
- Geru Star Sport JSC,- Geru Star Sport JSC,- Geru Star Sport JSC,Subsidiary,"566,560,000","1,543,309,440",,,
- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,Subsidiary,"24,270,016,568","22,312,730,000",,,
- Ba Ria Kampongthom Rubber JSC,- Ba Ria Kampongthom Rubber JSC,- Ba Ria Kampongthom Rubber JSC,Associate,"11,187,450,945","46,081,643,180",,,
- Chu Se Kampongthom JSC,- Chu Se Kampongthom JSC,- Chu Se Kampongthom JSC,Associate,"82,789,724,951","81,290,164,069",,,
- Tan Bien Kampongthom JSC,- Tan Bien Kampongthom JSC,- Tan Bien Kampongthom JSC,Associate,"38,220,000,000","67,620,000,000",,,
- Dau Tieng Kratie Rubber JSC,- Dau Tieng Kratie Rubber JSC,- Dau Tieng Kratie Rubber JSC,Associate,"5,100,000,000","10,404,000,000",,,
- Dong Phu Kratie JSC,- Dong Phu Kratie JSC,- Dong Phu Kratie JSC,Associate,"5,388,120,000","2,694,406,000",,,
- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,Associate,"17,635,982,983.","30,071,391,322",,,
