row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2023 (trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,227.720.439.778.201,198.879.486.209.991,,,227720439778201.0,198879486209991.0
310,310,310,I. Nợ ngắn hạn,,40.840.468.409.215,30.851.015.394.785,,,40840468409215.0,30851015394785.0
311,311,311,1. Phải trả người bán ngắn hạn,15,2.433.962.486.735,2.537.005.726.449,,15.0,2433962486735.0,2537005726449.0
311.1,311.1,311.1,1.1 Phải trả hoạt động bảo hiểm,,2.370.393.614.148,2.494.304.753.080,,,2370393614148.0,2494304753080.0
311.3,311.3,311.3,1.2 Phải trả người bán và nhà cung cấp dịch vụ,,63.568.872.587,42.700.973.369,,,63568872587.0,42700973369.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,21.186.000.000,19.782.000.000,,,21186000000.0,19782000000.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,211.453.081.628,184.598.301.422,,16.0,211453081628.0,184598301422.0
314,314,314,4. Phải trả người lao động,,1.702.090.155.645,1.475.199.866.293,,,1702090155645.0,1475199866293.0
315,315,315,5. Chi phí phải trả ngắn hạn,,141.601.337.253,112.108.227.025,,,141601337253.0,112108227025.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,258.502.574.731,166.273.002.651,,17.0,258502574731.0,166273002651.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,18.1,382.055.501.051,320.410.877.616,,181.0,382055501051.0,320410877616.0
319,319,319,8. Phải trả ngắn hạn khác,19,395.628.174.229,471.019.625.675,,19.0,395628174229.0,471019625675.0
320,320,320,9. Vay ngắn hạn,20,2.910.226.356.811,3.372.603.852.643,,20.0,2910226356811.0,3372603852643.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",21,260.153.881.426,252.093.239.921,,21.0,260153881426.0,252093239921.0
324,324,324,11. Giao dịch mua bán lại trái phiếu,22,32.123.608.859.706,21.939.920.675.090,,22.0,32123608859706.0,21939920675090.0
330,330,330,II. Nợ dài hạn,,186.879.971.368.986,168.028.470.815.206,,,186879971368986.0,168028470815206.0
337,337,337,1. Phải trả dài hạn khác,23,303.139.567.653,291.800.451.044,,23.0,303139567653.0,291800451044.0
338,338,338,2. Vay dài hạn,20,,1.386.080.000,,20.0,,1386080000.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,16.2.2,2.731.324.749,1.805.789.963,,1622.0,2731324749.0,1805789963.0
344,344,344,4. Dự phòng nghiệp vụ bảo hiểm,24,186.574.100.476.584,167.733.478.494.199,,24.0,186574100476584.0,167733478494199.0
344.1,344.1,344.1,4.1 Dự phòng toán học,,157.148.585.024.401,142.699.299.755.806,,,157148585024401.0,142699299755806.0
344.2,344.2,344.2,4.2 Dự phòng phí chưa được hưởng,,5.451.808.363.226,5.312.142.840.742,,,5451808363226.0,5312142840742.0
344.3,344.3,344.3,4.3 Dự phòng bồi thường,,3.111.784.684.450,2.630.884.522.777,,,3111784684450.0,2630884522777.0
344.4,344.4,344.4,4.4 Dự phòng chia lãi,,3.521.002.598.958,2.993.884.034.680,,,3521002598958.0,2993884034680.0
344.5,344.5,344.5,4.5 Dự phòng lãi cam kết đầu tư tối thiểu,,16.741.736.693.139,13.659.830.062.518,,,16741736693139.0,13659830062518.0
344.6,344.6,344.6,4.6 Dự phòng đảm bảo cân đối,,412.275.456.267,301.855.099.060,,,412275456267.0,301855099060.0
344.7,344.7,344.7,4.7 Dự phòng dao động lớn,,186.907.656.143,135.582.178.616,,,186907656143.0,135582178616.0
