row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2023 (trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,23.565.887.059.923,22.280.336.857.205,,,23565887059923.0,22280336857205.0
410,410,410,I. Vốn chủ sở hữu,25,23.565.887.059.923,22.280.336.857.205,,25.0,23565887059923.0,22280336857205.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thặng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
417,417,417,3. Chênh lệch tỷ giá hối đoái,,15.445.192.000,15.445.192.000,,,15445192000.0,15445192000.0
418,418,418,4. Quỹ đầu tư phát triển và dự phòng tài chính,,2.933.853.033.569,2.233.517.394.474,,,2933853033569.0,2233517394474.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,103.568.802.818,103.568.802.818,,,103568802818.0,103568802818.0
421,421,421,6. Lợi nhuận sau thuế đã thực hiện chưa phân phối,,4.007.066.089.089,3.565.845.500.585,,,4007066089089.0,3565845500585.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.999.865.659.159,1.845.135.778.484,,,1999865659159.0,1845135778484.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,2.007.200.429.930,1.720.709.722.101,,,2007200429930.0,1720709722101.0
423,423,423,7. Quỹ dự trữ bắt buộc hoạt động bảo hiểm,,797.932.384.636,709.311.077.785,,,797932384636.0,709311077785.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,974.335.175.004,918.962.506.736,,,974335175004.0,918962506736.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,251.286.326.838.124,221.159.823.067.196,,,251286326838124.0,221159823067196.0
