row_label_raw,row_label_full,col_0,Biên khả năng thanh toán (triệu VND),Biên khả năng thanh toán tối thiểu (triệu VND),Tỷ lệ biên khả năng thanh toán (%),numeric__Biên khả năng thanh toán (triệu VND),numeric__Biên khả năng thanh toán tối thiểu (triệu VND),numeric__Tỷ lệ biên khả năng thanh toán (%)
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,,,
Tại ngày 31/12/2024,Bảo hiểm Bảo Việt > Tại ngày 31/12/2024,Tại ngày 31/12/2024,2.592.334,1.788.087,145,2592334.0,1788087.0,145.0
Tại ngày 31/12/2023(trình bày lại),Bảo hiểm Bảo Việt > Tại ngày 31/12/2023(trình bày lại),Tại ngày 31/12/2023(trình bày lại),2.500.045,1.729.385,145,2500045.0,1729385.0,145.0
Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,,,
Tại ngày 31/12/2024,Bảo Việt Nhân thọ > Tại ngày 31/12/2024,Tại ngày 31/12/2024,8.879.831,8.554.813,104,8879831.0,8554813.0,104.0
Tại ngày 31/12/2023(trình bày lại),Bảo Việt Nhân thọ > Tại ngày 31/12/2023(trình bày lại),Tại ngày 31/12/2023(trình bày lại),8.172.292,7.859.684,104,8172292.0,7859684.0,104.0
