row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2023 (trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,130.059.585.546.605,98.706.531.275.348,,,130059585546605.0,98706531275348.0
210,210,210,I. Các khoản phải thu dài hạn,6.2,66.916.382.934,84.370.325.019,,62.0,66916382934.0,84370325019.0
216,216,216,1. Phải thu dài hạn,,66.916.382.934,84.370.325.019,,,66916382934.0,84370325019.0
220,220,220,II. Tài sản cố định,,1.890.638.249.670,1.817.156.062.732,,,1890638249670.0,1817156062732.0
221,221,221,1. Tài sản cố định hữu hình,10,872.417.228.022,958.065.170.765,,10.0,872417228022.0,958065170765.0
222,222,222,Nguyên giá,,2.726.029.379.554,2.772.451.655.289,,,2726029379554.0,2772451655289.0
223,223,223,Giá trị khấu hao luỹ kế,,(1.853.612.151.532),(1.814.386.484.524),,,-1853612151532.0,-1814386484524.0
227,227,227,2. Tài sản cố định vô hình,11,1.018.221.021.648,859.090.891.967,,11.0,1018221021648.0,859090891967.0
228,228,228,Nguyên giá,,1.840.590.207.970,1.580.876.596.107,,,1840590207970.0,1580876596107.0
229,229,229,Giá trị hao mòn luỹ kế,,(822.369.186.322),(721.785.704.140),,,-822369186322.0,-721785704140.0
230,230,230,III. Bất động sản đầu tư,12,109.961.268.939,45.388.992.000,,12.0,109961268939.0,45388992000.0
231,231,231,Nguyên giá,,191.327.232.874,45.388.992.000,,,191327232874.0,45388992000.0
232,232,232,Giá trị hao mòn luỹ kế,,(81.365.963.935),-,,,-81365963935.0,
240,240,240,IV. Tài sản dở dang dài hạn,,131.645.367.989,373.926.722.368,,,131645367989.0,373926722368.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,131.645.367.989,373.926.722.368,,13.0,131645367989.0,373926722368.0
250,250,250,V. Đầu tư tài chính dài hạn,,127.645.423.169.640,96.200.740.149.933,,,127645423169640.0,96200740149933.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",14.3.1,2.884.915.841.223,2.844.300.042.626,,1431.0,2884915841223.0,2844300042626.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,14.3.2,1.279.365.243.151,1.140.403.742.807,,1432.0,1279365243151.0,1140403742807.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(62.506.533.483),(91.181.033.263),,,-62506533483.0,-91181033263.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,14.2,123.543.648.618.749,92.307.217.397.763,,142.0,123543648618749.0,92307217397763.0
260,260,260,VI. Tài sản dài hạn khác,,215.001.107.433,184.949.023.296,,,215001107433.0,184949023296.0
261,261,261,1. Chi phí trả trước dài hạn,9,181.047.015.237,151.622.999.625,,9.0,181047015237.0,151622999625.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,16.2.1,7.855.743.207,11.405.871.268,,1621.0,7855743207.0,11405871268.0
268,268,268,3. Tài sản dài hạn khác,,26.098.348.989,21.920.152.403,,,26098348989.0,21920152403.0
270,270,270,TỔNG CỘNG TÀI SẢN,,251.286.326.838.124,221.159.823.067.196,,,251286326838124.0,221159823067196.0
