row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 (trình bày lại)
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,1. Lợi nhuận trước thuế,,2.663.171.477.296,2.263.431.525.645,,,2663171477296.0,2263431525645.0
01,01,01,2. Điều chỉnh cho các khoản,,7.449.502.465.690,8.374.388.318.375,,,7449502465690.0,8374388318375.0
02,02,02,- Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình,"10, 11",361.656.740.622,203.894.515.970,,,361656740622.0,203894515970.0
03,03,03,- Các khoản dự phòng,,18.799.414.855.151,20.001.619.028.532,,,18799414855151.0,20001619028532.0
04,04,04,- Lỗ chênh lệch tỉ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,,13.928.156.147,16.099.743.627,,,13928156147.0,16099743627.0
05,05,05,- Lãi từ hoạt động đầu tư,,(12.757.295.260.799),(13.624.967.435.230),,,-12757295260799.0,-13624967435230.0
06,06,06,"- Chi phí repo, lãi vay",,1.031.797.974.569,1.777.742.465.476,,,1031797974569.0,1777742465476.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,10.112.673.942.986,10.637.819.844.020,,,10112673942986.0,10637819844020.0
09,09,09,- Giảm các khoản phải thu,,1.160.577.325.759,1.670.460.461.963,,,1160577325759.0,1670460461963.0
10,10,10,- Giảm hàng tồn kho,,12.868.553.516,17.308.986.190,,,12868553516.0,17308986190.0
11,11,11,"- Giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(1.222.998.762.851),(1.155.003.441.621),,,-1222998762851.0,-1155003441621.0
12,12,12,- Tăng chi phí trả trước (bao gồm tài sản tái bảo hiểm),,(33.806.613.231),(145.163.553.070),,,-33806613231.0,-145163553070.0
13,13,13,- Tăng chứng khoán kinh doanh,,(393.517.969.990),(341.545.152.874),,,-393517969990.0,-341545152874.0
14,14,14,- Tiền lãi vay đã trả,,(670.960.934.650),(1.787.160.299.314),,,-670960934650.0,-1787160299314.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,16,(432.410.464.622),(360.202.939.230),,16.0,-432410464622.0,-360202939230.0
17,17,17,- Tiền chi khác cho hoạt động kinh doanh,,(113.228.870.839),(59.665.233.670),,,-113228870839.0,-59665233670.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,8.419.196.206.078,8.476.848.672.394,,,8419196206078.0,8476848672394.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(135.267.945.349),(179.223.609.626),,,-135267945349.0,-179223609626.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,750.785.454,1.056.681.274,,,750785454.0,1056681274.0
23,23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(178.867.829.679.580),(163.901.811.301.317),,,-178867829679580.0,-163901811301317.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,143.899.182.195.987,147.964.399.043.822,,,143899182195987.0,147964399043822.0
25,25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(245.308.499),(559.065.379),,,-245308499.0,-559065379.0
27,27,27,"6. Tiền thu lãi cho vay, cổ tức, lợi nhuận được chia và lãi bản các khoản đầu tư nắm giữ đến ngày đáo hạn",,13.470.307.039.965,11.552.755.197.497,,,13470307039965.0,11552755197497.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(21.633.102.912.022),(4.563.383.053.729),,,-21633102912022.0,-4563383053729.0
