row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Phải thu/(Phải trả),Phải thu/(Phải trả)_1,numeric__Giao dịch,numeric__Phải thu/(Phải trả),numeric__Phải thu/(Phải trả)_1
Các bên liên quan,Các bên liên quan,Các bên liên quan,Giao dịch,Ngày 31 tháng 12năm 2024VND,Ngày 31 tháng 12năm 2023VND,,,
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Số dư tiền gửi thanhtoán, ký quỹTiền thu hộ (tiền đangchuyển)Số dư tiền gửi có kỳhan và lãi dự thuSố dư các khoản vayvà lãi dự chiSố dư trái phiếuSố dư phải trả các hợpđồng mua bán lại TPCPPhải thu dịch vụ chothuê nhà, quản lý toàanhàPhải thu phí CNTT, dịchvụ đào tạoPhải trả tiền đặt cọcthuê văn phòng",731.735.267.484123.150.211.27614.563.053.715.336- - (18.301.141.228.152),190.436.549.395387.780.374.9858.673.259.003.195170.000.000.00050.325.953.400(10.085.427.714.806),,,
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,Phải trả tiền đặt cọcthuê văn phòng,(44.748.000),(44.748.000),,-44748000.0,-44748000.0
