row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 (trình bày lại)
01,01,01,Doanh thu phí bảo hiểm (01 = 02 + 03 + 04),,42.669.681.559.583,42.667.139.949.845,,,42669681559583.0,42667139949845.0
02,02,02,Phí bảo hiểm gốc,26.1,42.591.775.979.851,42.652.315.232.484,,261.0,42591775979851.0,42652315232484.0
03,03,03,Phí nhận tái bảo hiểm,26.2,217.571.102.216,217.348.175.159,,262.0,217571102216.0,217348175159.0
04,04,04,Tăng dự phòng phí chưa được hưởng của bảo hiểm gốc và nhận tái bảo hiểm,24,(139.665.522.484),(202.523.457.798),,24.0,-139665522484.0,-202523457798.0
05,05,05,Phí nhượng tái bảo hiểm (05 = 06 + 07),,(3.543.497.880.539),(3.319.163.250.559),,,-3543497880539.0,-3319163250559.0
06,06,06,Tổng phí nhượng tái bảo hiểm,27,(3.512.320.192.983),(3.473.949.456.607),,27.0,-3512320192983.0,-3473949456607.0
07,07,07,(Giảm)/Tăng dự phòng phí nhượng tái bảo hiểm,24,(31.177.687.556),154.786.206.048,,24.0,-31177687556.0,154786206048.0
08,08,08,Doanh thu phí bảo hiểm thuần (08 = 01 + 05),,39.126.183.679.044,39.347.976.699.286,,,39126183679044.0,39347976699286.0
09,09,09,Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm,,696.992.004.604,737.502.493.890,,,696992004604.0,737502493890.0
15,15,15,Doanh thu thuần từ hoạt động kinh doanh bảo hiểm (15 = 08 + 09),,39.823.175.683.648,40.085.479.193.176,,,39823175683648.0,40085479193176.0
16,16,16,Chi bồi thường bảo hiểm gốc và chi trả đáo hạn,28.1,(19.714.375.555.448),(19.601.269.750.808),,281.0,-19714375555448.0,-19601269750808.0
17,17,17,Chi bồi thường nhận tái bảo hiểm,28.2,(66.271.004.339),(81.416.894.451),,282.0,-66271004339.0,-81416894451.0
18,18,18,Các khoản giảm trừ chi phí (18 = 19 + 20),,2.211.813.306,1.246.830.940,,,2211813306.0,1246830940.0
19,19,19,Thu đời người thứ ba,,969.976.944,783.286.743,,,969976944.0,783286743.0
20,20,20,Thu xử lý hàng bồi thường 100%,,1.241.836.362,463.544.197,,,1241836362.0,463544197.0
21,21,21,Thu bồi thường nhượng tái bảo hiểm,28.3,1.185.989.939.621,1.273.429.764.859,,283.0,1185989939621.0,1273429764859.0
22,22,22,Tăng dự phòng nghiệp vụ bảo hiểm gốc (22 = 23 + 24 + 25 + 26),24,(18.168.730.820.701),(20.007.939.925.509),,24.0,-18168730820701.0,-20007939925509.0
23,23,23,Tăng dự phòng toán học,,(14.449.285.268.595),(13.448.587.876.848),,,-14449285268595.0,-13448587876848.0
24,24,24,Tăng dự phòng lãi cam kết đầu tư tối thiểu,,(3.081.906.630.621),(6.134.070.235.859),,,-3081906630621.0,-6134070235859.0
25,25,25,Tăng dự phòng chia lãi,,(527.118.564.278),(424.280.498.445),,,-527118564278.0,-424280498445.0
26,26,26,Tăng dự phòng đảm bảo cân đối,,(110.420.357.207),(1.001.314.357),,,-110420357207.0,-1001314357.0
27,27,27,(Tăng)/Giảm dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,24,(480.900.161.673),82.826.611.625,,24.0,-480900161673.0,82826611625.0
28,28,28,Tăng/(Giảm) dự phòng bồi thường nhượng tái bảo hiểm,24,580.130.152.238,(95.434.868.945),,24.0,580130152238.0,-95434868945.0
29,29,29,Tổng chi bồi thường và trả tiền bảo hiểm (29 = 16 + 17 + 18 + 21 + 22 + 27 + 28),,(36.661.945.636.996),(38.428.558.232.289),,,-36661945636996.0,-38428558232289.0
30,30,30,Tăng dự phòng dao động lớn,24,(51.325.477.527),(109.239.898.504),,24.0,-51325477527.0,-109239898504.0
