row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024VND,Ngày 31 tháng 12năm 2023(trình bày lai)VND,numeric__Ngày 31 tháng 12năm 2024VND,numeric__Ngày 31 tháng 12năm 2023(trình bày lai)VND
Mua sắm (*),Mua sắm (*),Mua sắm (*),1.423.973.232,246.460.891.301,1423973232.0,246460891301.0
Xây dựng cơ bản dở dang (*),Xây dựng cơ bản dở dang (*),Xây dựng cơ bản dở dang (*),101.514.445.904,99.423.339.516,101514445904.0,99423339516.0
Sửa chữa lớn (**),Sửa chữa lớn (**),Sửa chữa lớn (**),28.706.948.853,28.042.491.551,28706948853.0,28042491551.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,131.645.367.989,373.926.722.368,131645367989.0,373926722368.0
