row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Diễn giải,Ngày 31 tháng 12 năm 2023 (số liệu đã trình bày),Điều chỉnh,Ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__CHỈ TIÊU,numeric__Diễn giải,numeric__Ngày 31 tháng 12 năm 2023 (số liệu đã trình bày),numeric__Điều chỉnh,numeric__Ngày 31 tháng 12 năm 2023 (trình bày lại)
31,31,31,Chi khác hoạt động bảo hiểm gốc,[12],(4.080.408.489.759),408.320.210,(4.080.000.169.549),,,-4080408489759.0,408320210.0,-4080000169549.0
32,32,32,Chi hoa hồng,,(2.517.413.586.588),178.054.823,(2.517.235.531.765),,,-2517413586588.0,178054823.0,-2517235531765.0
33,33,33,Chi khác hoạt động kinh doanh bảo hiểm,,(1.562.994.903.171),230.265.387,(1.562.764.637.784),,,-1562994903171.0,230265387.0,-1562764637784.0
41,41,41,Tổng chi trực tiếp hoạt động kinh doanh bảo hiểm,[13],(42.619.498.752.552),1.700.452.210,42.617.798.300.342),,,-42619498752552.0,1700452210.0,
42,42,42,Lỗ gộp hoạt động kinh doanh bảo hiểm,,(2.539.018.566.999),6.699.459.833,(2.532.319.107.166),,,-2539018566999.0,6699459833.0,-2532319107166.0
43.2,43.2,43.2,Chi phí hoạt động khác,,(613.279.348.072),1.914.715.087,(611.364.632.985),,,-613279348072.0,1914715087.0,-611364632985.0
43,43,43,Lãi từ các hoạt động khác,[14],(10.935.449.103),1.914.715.087,(9.020.734.016),,,-10935449103.0,1914715087.0,-9020734016.0
44.2,44.2,44.2,Chi phí hoạt động tài chính,,(2.826.923.433.974),24.675.000,(2.826.898.758.974),,,-2826923433974.0,24675000.0,-2826898758974.0
44,44,44,Lợi nhuận hoạt động tài chính,[15],10.716.442.910.295,24.675.000,10.716.467.585.295,,,10716442910295.0,24675000.0,10716467585295.0
47,47,47,Chi phí quản lý doanh nghiệp,,(4.968.385.574.451),13.317.064.960,(4.955.068.509.491),,,-4968385574451.0,13317064960.0,-4955068509491.0
48.1,48.1,48.1,Thu nhập khác,,34.409.239.555,5.176.910.591,39.586.150.146,,,34409239555.0,5176910591.0,39586150146.0
48,48,48,Lợi nhuận khác,[16],30.172.514.157,5.176.910.591,35.349.424.748,,,30172514157.0,5176910591.0,35349424748.0
50,50,50,TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,2.236.298.700.174,27.132.825.471,2.263.431.525.645,,,2236298700174.0,27132825471.0,2263431525645.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp hiện hành,[17],(372.973.834.582),(5.819.077.348),(378.792.911.930),,,-372973834582.0,-5819077348.0,-378792911930.0
60,60,60,LỢI NHUẬN SAU THUẾ THU NHẬP DOÀNH NGHIỆP,,1.859.989.244.171,21.313.748.123,1.881.302.992.294,,,1859989244171.0,21313748123.0,1881302992294.0
61,61,61,LỢI NHUẬN SAU THUẾ CỦA CHỦ SỞ HỦU TẬP ĐOÀN,,1.784.861.041.407,20.456.013.473,1.805.317.054.880,,,1784861041407.0,20456013473.0,1805317054880.0
62,62,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,,75.128.202.764,857.734.650,75.985.937.414,,,75128202764.0,857734650.0,75985937414.0
70,70,70,Lãi cơ bản trên cổ phiếu,,2.404,28,2.432,,,2404.0,28.0,2432.0
