row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Diễn giải,Ngày 31 tháng 12 năm 2023 (số liệu đã trình bày),Điều chỉnh,Ngày 31 tháng 12 năm 2023 (trình bày lại),numeric__NGUỒN VỐN,numeric__Diễn giải,numeric__Ngày 31 tháng 12 năm 2023 (số liệu đã trình bày),numeric__Điều chỉnh,numeric__Ngày 31 tháng 12 năm 2023 (trình bày lại)
300,300,300,NỘ PHẢI TRÀ,,198.842.579.484.569,36.906.725.422,198.879.486.209.991,,,198842579484569.0,36906725422.0,198879486209991.0
310,310,310,Nợ ngắn hạn,[6],30.823.017.939.929,27.997.454.856,30.851.015.394.785,,,30823017939929.0,27997454856.0,30851015394785.0
311,311,311,Phải trả người bán ngắn hạn,[6],2.528.828.344.760,8.177.381.689,2.537.005.726.449,,,2528828344760.0,8177381689.0,2537005726449.0
311.1,311.1,311.1,Phải trả hoạt động bảo hiểm,[6],2.486.127.371.391,8.177.381.689,2.494.304.753.080,,,2486127371391.0,8177381689.0,2494304753080.0
312,312,312,Người mua trả tiền trước ngắn hạn,[6],19.647.000.000,135.000.000,19.782.000.000,,,19647000000.0,135000000.0,19782000000.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,[6],178.701.940.806,5.896.360.616,184.598.301.422,,,178701940806.0,5896360616.0,184598301422.0
314,314,314,Phải trả người lao động,[6],1.461.593.286.260,13.606.580.033,1.475.199.866.293,,,1461593286260.0,13606580033.0,1475199866293.0
315,315,315,Chi phí phải trả ngắn hạn,[6],112.103.676.602,4.550.423,112.108.227.025,,,112103676602.0,4550423.0,112108227025.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,[6],166.389.887.740,(116.885.089),166.273.002.651,,,166389887740.0,-116885089.0,166273002651.0
318.1,318.1,318.1,Doanh thu hoa hồng chưa được hưởng,[6],318.828.518.386,1.582.359.230,320.410.877.616,,,318828518386.0,1582359230.0,320410877616.0
319,319,319,Phải trả ngắn hạn khác,[6],472.307.517.721,(1.287.892.046),471.019.625.675,,,472307517721.0,-1287892046.0,471019625675.0
330,330,330,Nợ dài hạn,,168.019.561.544.640,8.909.270.566,168.028.470.815.206,,,168019561544640.0,8909270566.0,168028470815206.0
344,344,344,Dự phòng nghiệp vụ báo hiểm,[7],167.724.569.223.633,8.909.270.566,167.733.478.494.199,,,167724569223633.0,8909270566.0,167733478494199.0
344.2,344.2,344.2,Dự phòng phí chưa được hưởng,[7],5.301.751.557.861,10.391.282.881,5.312.142.840.742,,,5301751557861.0,10391282881.0,5312142840742.0
344.3,344.3,344.3,Dự phòng bồi thường,[7],2.632.507.011.339,(1.622.488.562),2.630.884.522.777,,,2632507011339.0,-1622488562.0,2630884522777.0
344.7,344.7,344.7,Dự phòng dao động lớn,[7],135.441.702.369,140.476.247,135.582.178.616,,,135441702369.0,140476247.0,135582178616.0
400,400,400,VỐN CHỦ SỞ HỮU,,22.259.023.109.082,21.313.748.123,22.280.336.857.205,,,22259023109082.0,21313748123.0,22280336857205.0
410,410,410,Vốn chủ sở hữu,[8],22.259.023.109.082,21.313.748.123,22.280.336.857.205,,,22259023109082.0,21313748123.0,22280336857205.0
421,421,421,Lợi nhuận sau thuế đã thực hiện chưa phân phối,[8],3.546.088.681.888,19.756.818.697,3.565.845.500.585,,,3546088681888.0,19756818697.0,3565845500585.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,[8],1.700.952.903.404,19.756.818.697,1.720.709.722.101,,,1700952903404.0,19756818697.0,1720709722101.0
423,423,423,Quỹ dự trữ bắt buộc hoạt động bào hiểm,[8],708.611.883.009,699.194.776,709.311.077.785,,,708611883009.0,699194776.0,709311077785.0
429,429,429,Lợi ích cổ đông không kiểm soát,[8],918.104.772.086,857.734.650,918.962.506.736,,,918104772086.0,857734650.0,918962506736.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,221.101.602.593.651,58.220.473.545,221.159.823.067.196,,,221101602593651.0,58220473545.0,221159823067196.0
