row_label_raw,row_label_full,col_0,Chức danh,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Chức danh,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
"Thành viên Ban Điều hành, Kế toán trường","Thành viên Ban Điều hành, Kế toán trường","Thành viên Ban Điều hành, Kế toán trường","Thành viên Ban Điều hành, Kế toán trường","Thành viên Ban Điều hành, Kế toán trường","Thành viên Ban Điều hành, Kế toán trường",,,
"Lương, thưởng","Thành viên Ban Điều hành, Kế toán trường > Lương, thưởng","Lương, thưởng",,17.464,39.545,,17464.0,39545.0
Ông Lê Quang Vinh,"Thành viên Ban Điều hành, Kế toán trường > Ông Lê Quang Vinh",Ông Lê Quang Vinh,Tổng Giám đốc (bổ nhiệm ngày 7 tháng 3 năm 2025),1.938,2.432,,1938.0,2432.0
Ông Phạm Mạnh Thắng,"Thành viên Ban Điều hành, Kế toán trường > Ông Phạm Mạnh Thắng",Ông Phạm Mạnh Thắng,Phó Tổng Giám đốc (nghi hưu từ ngày 1 tháng 5 năm 2023),-,995,,,995.0
Bà Đình Thị Thái (**),"Thành viên Ban Điều hành, Kế toán trường > Bà Đình Thị Thái (**)",Bà Đình Thị Thái (**),Phó Tổng Giám đốc (miễn nhiệm ngày 19 tháng 8 năm 2024),1.376,2.461,,1376.0,2461.0
Bà Phùng Nguyễn Hải Yến,"Thành viên Ban Điều hành, Kế toán trường > Bà Phùng Nguyễn Hải Yến",Bà Phùng Nguyễn Hải Yến,Phó Tổng Giám đốc,1.968,2.373,,1968.0,2373.0
Ông Đăng Hoài Đức,"Thành viên Ban Điều hành, Kế toán trường > Ông Đăng Hoài Đức",Ông Đăng Hoài Đức,Phó Tổng Giám đốc,1.934,2.387,,1934.0,2387.0
Ông Nguyễn Việt Cường,"Thành viên Ban Điều hành, Kế toán trường > Ông Nguyễn Việt Cường",Ông Nguyễn Việt Cường,Phó Tổng Giám đốc,1.825,2.155,,1825.0,2155.0
Ông Lê Hoàng Tùng,"Thành viên Ban Điều hành, Kế toán trường > Ông Lê Hoàng Tùng",Ông Lê Hoàng Tùng,Phó Tổng Giám đốc,1.723,2.262,,1723.0,2262.0
Ông Hồ Văn Tuấn,"Thành viên Ban Điều hành, Kế toán trường > Ông Hồ Văn Tuấn",Ông Hồ Văn Tuấn,Phó Tổng Giám đốc (bổ nhiệm ngày 15 tháng 8 năm 2023),1.771,658,,1771.0,658.0
Ông Colin Richard Dinn,"Thành viên Ban Điều hành, Kế toán trường > Ông Colin Richard Dinn",Ông Colin Richard Dinn,Giám đốc Khối (miễn nhiệm ngày 12 tháng 7 năm 2024),(***),15.258,,,15258.0
Ông Trần Thanh Nam,"Thành viên Ban Điều hành, Kế toán trường > Ông Trần Thanh Nam",Ông Trần Thanh Nam,Giám đốc Khối (miễn nhiệm ngày 1 tháng 6 năm 2024),(***),5.006,,,5006.0
Bà Nguyễn Thị Hồng Vân,"Thành viên Ban Điều hành, Kế toán trường > Bà Nguyễn Thị Hồng Vân",Bà Nguyễn Thị Hồng Vân,Giám đốc Khối (bổ nhiệm ngày 15 tháng 11 năm 2023),1.656,158,,1656.0,158.0
Bà Đoàn Hồng Nhung,"Thành viên Ban Điều hành, Kế toán trường > Bà Đoàn Hồng Nhung",Bà Đoàn Hồng Nhung,Giám đốc Khối,1.648,1.905,,1648.0,1905.0
Bà La Thị Hồng Minh,"Thành viên Ban Điều hành, Kế toán trường > Bà La Thị Hồng Minh",Bà La Thị Hồng Minh,Kế toán trưởng,1.625,1.495,,1625.0,1495.0
,,,,35.819,61.120,,35819.0,61120.0
