row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2024Triệu VND,31/12/2023Triệu VND(trình bày lại),numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND(trình bày lại)
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,14.242.073,14.456.730,,4.0,14242073.0,14456730.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),5,49.080.832,57.936.910,,5.0,49080832.0,57936910.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,394.354.303,338.437.233,,6.0,394354303.0,338437233.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,382.313.025,308.584.476,,,382313025.0,308584476.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,13.041.278,35.528.682,,,13041278.0,35528682.0
3,A > 3,3,Dự phòng rủi ro,,(1.000.000),(5.675.925),,,-1000000.0,-5675925.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,1.000.145,-,,7.0,1000145.0,
1,A > 1,1,Chứng khoán kinh doanh,,1.000.145,-,,,1000145.0,
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,1.314.434,-,,8.0,1314434.0,
VI,A > VI,VI,Cho vay khách hàng,,1.404.347.717,1.229.878.026,,,1404347717.0,1229878026.0
1,A > 1,1,Cho vay khách hàng,9,1.435.408.058,1.258.405.170,,9.0,1435408058.0,1258405170.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(31.060.341),(28.527.144),,10.0,-31060341.0,-28527144.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,166.147.237,145.780.067,,11.0,166147237.0,145780067.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,86.799.901,67.882.480,,,86799901.0,67882480.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,79.593.428,78.009.747,,,79593428.0,78009747.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(246.092),(112.160),,,-246092.0,-112160.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",,6.605.967,6.538.765,,,6605967.0,6538765.0
1,A > 1,1,Đầu tư vào công ty con,12(a),4.595.420,4.595.420,,,4595420.0,4595420.0
2,A > 2,2,Vốn góp liên doanh,12(b),545.515,545.515,,,545515.0,545515.0
3,A > 3,3,Đầu tư vào công ty liên kết,12(c),11.110,11.110,,,11110.0,11110.0
4,A > 4,4,Đầu tư dài hạn khác,12(d),1.528.922,1.529.145,,,1528922.0,1529145.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,12(e),(75.000),(142.425),,,-75000.0,-142425.0
X,A > X,X,Tài sản cố định,,7.886.828,7.599.847,,,7886828.0,7599847.0
1,A > 1,1,Tài sản cố định hữu hình,13,5.358.085,5.046.329,,13.0,5358085.0,5046329.0
a,A > a,a,Nguyên giá tài sản cố định,,14.758.274,13.802.956,,,14758274.0,13802956.0
b,A > b,b,Khẩu hao tài sản cố định,,(9.400.189),(8.756.627),,,-9400189.0,-8756627.0
3,A > 3,3,Tài sản cố định vô hình,14,2.528.743,2.553.518,,14.0,2528743.0,2553518.0
a,A > a,a,Nguyên giá tài sản cố định,,4.967.369,4.811.835,,,4967369.0,4811835.0
b,A > b,b,Hao mòn tài sản cố định,,(2.438.626),(2.258.317),,,-2438626.0,-2258317.0
XII,A > XII,XII,Tài sản Có khác,,30.799.404,35.470.094,,,30799404.0,35470094.0
1,A > 1,1,Các khoản phải thu,15(a),14.684.360,16.939.386,,,14684360.0,16939386.0
2,A > 2,2,"Các khoản lãi, phí phải thu",15(b),8.666.759,9.032.101,,,8666759.0,9032101.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,15(c),986.374,845.881,,,986374.0,845881.0
4,A > 4,4,Tài sản Có khác,15(d),6.462.320,8.653.135,,,6462320.0,8653135.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,15(d),(409),(409),,,-409.0,-409.0
,,,TỔNG TÀI SẢN CÓ,,2.075.778.940,1.836.097.672,,,2075778940.0,1836097672.0
