row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,335.913.839,276.566.174,335913839.0,276566174.0
"Thương mại, dịch vụ","Thương mại, dịch vụ","Thương mại, dịch vụ",214.045.264,203.769.658,214045264.0,203769658.0
Xây dựng,Xây dựng,Xây dựng,90.256.838,80.863.972,90256838.0,80863972.0
"Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",65.096.258,54.649.928,65096258.0,54649928.0
"Nông, lâm, thủy hải sản","Nông, lâm, thủy hải sản","Nông, lâm, thủy hải sản",42.605.439,38.674.229,42605439.0,38674229.0
Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,41.782.842,32.801.140,41782842.0,32801140.0
Khai khoáng,Khai khoáng,Khai khoáng,25.813.781,20.267.709,25813781.0,20267709.0
"Nhà hàng, khách sạn","Nhà hàng, khách sạn","Nhà hàng, khách sạn",16.328.936,19.592.726,16328936.0,19592726.0
Các ngành khác,Các ngành khác,Các ngành khác,603.564.861,531.219.634,603564861.0,531219634.0
,,,1.435.408.058,1.258.405.170,1435408058.0,1258405170.0
