row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp(%),numeric__Giá gốcTriệu VND
Công ty Liên doanh TNHH Vietcombank-Bonday-Benthanh (i),Công ty Liên doanh TNHH Vietcombank-Bonday-Benthanh (i),Công ty Liên doanh TNHH Vietcombank-Bonday-Benthanh (i),Cho thuê văn phòng,"52,00%",410.365,,0.52,410365.0
Công ty TNHH Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Công ty TNHH Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Công ty TNHH Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Quản lý quỹ đầu tư,"51,00%",135.150,,0.51,135150.0
,,,,,545.515,,,545515.0
