row_label_raw,row_label_full,Ngân hàng Nhà nước Việt NamTiền gửi của Ngân hàng tại NHNNVNTiền gửi và tiền vay của NHNNVNTại Ngân hàng,Mối liên quan > Đại diệnchủ sở hữu,31/12/2024Triệu VNDPhải thu/(Phải trả) > 49.080.832(587.278),31/12/2023Triệu VND > 57.936.910(900.956),numeric__Mối liên quan > Đại diệnchủ sở hữu,numeric__31/12/2024Triệu VNDPhải thu/(Phải trả) > 49.080.832(587.278),numeric__31/12/2023Triệu VND > 57.936.910(900.956)
Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bộ Tài chínhTiền gửi tại Ngân hàngVay Bộ Tài chính,Bên liên quancủa chủ sở hữu,(77.650.059)(517.419),(769.881)(613.574),,,
"Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bảntại Ngân hàng","Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bảntại Ngân hàng","Mizuho Bank Ltd., Nhật BảnTiền gửi của Ngân hàng tại Mizuho BankLtd., Nhật BảnTiền gửi của Mizuho Bank Ltd., Nhật Bảntại Ngân hàng",Cổ đông chiếnlược,12.655.173(1.881.197),1.800.000(1.312.937),,,
Công ty TNHH Một thành viênCho thuê Tài chính VietcombankCho vayTiền gửi của Công ty tại Ngân hàng,Công ty TNHH Một thành viênCho thuê Tài chính VietcombankCho vayTiền gửi của Công ty tại Ngân hàng,Công ty TNHH Một thành viênCho thuê Tài chính VietcombankCho vayTiền gửi của Công ty tại Ngân hàng,Công ty con,6.121.270(1.513.002),5.352.975(1.566.435),,,
Công ty TNHH Chứng khoán VietcombankTiền gửi tại Ngân hàngTrái phiếu tăng vốn do Vietcombankphát hành,Công ty TNHH Chứng khoán VietcombankTiền gửi tại Ngân hàngTrái phiếu tăng vốn do Vietcombankphát hành,Công ty TNHH Chứng khoán VietcombankTiền gửi tại Ngân hàngTrái phiếu tăng vốn do Vietcombankphát hành,Công ty con,(39.921)-,(17.686)(181.157),,,
Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước,Công ty TNHH Cao ốc Vietcombank 198Tiền gửi tại Ngân hàngTiền thuê văn phòng trả trước,Công ty con,(291.311)82.947,(271.716)82.947,,,
Công ty Tài chính Việt Namtại Hồng KôngTiền gửi của Ngân hàngTiền gửi tại Ngân hàng,Công ty Tài chính Việt Namtại Hồng KôngTiền gửi của Ngân hàngTiền gửi tại Ngân hàng,Công ty Tài chính Việt Namtại Hồng KôngTiền gửi của Ngân hàngTiền gửi tại Ngân hàng,,2.047.214(5.104),1.270.234(4.850),,,
Công ty Chuyển tiền VietcombankTiền gửi tại Ngân hàngTạm ứng thanh toán TNMonex,Công ty Chuyển tiền VietcombankTiền gửi tại Ngân hàngTạm ứng thanh toán TNMonex,Công ty Chuyển tiền VietcombankTiền gửi tại Ngân hàngTạm ứng thanh toán TNMonex,Công ty con,(69.131)300.994,(454)236.934,,,
Công ty TNHH Một thành viên Kiều hốiVietcombankTiền gửi tại Ngân hàngPhải trả Ngân hàng,Công ty TNHH Một thành viên Kiều hốiVietcombankTiền gửi tại Ngân hàngPhải trả Ngân hàng,Công ty TNHH Một thành viên Kiều hốiVietcombankTiền gửi tại Ngân hàngPhải trả Ngân hàng,Công ty con,(1.379.749)1.121.908,(6.311.972)5.814.413,,,
