row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND(trình bày lại),numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND(trình bày lại)
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,1.018.897,745.766,1018897.0,745766.0
Các khoản phải thu bên ngoài (i),Các khoản phải thu bên ngoài (i),Các khoản phải thu bên ngoài (i),13.665.463,16.193.620,13665463.0,16193620.0
,,,14.684.360,16.939.386,14684360.0,16939386.0
(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,,
,,,31/12/2024Triệu VND,31/12/2023Triệu VND(trình bày lại),,
Tạm ứng mua sắm tài sản cố định,(i) Các khoản phải thu bên ngoài > Tạm ứng mua sắm tài sản cố định,Tạm ứng mua sắm tài sản cố định,978.017,867.412,978017.0,867412.0
Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,(i) Các khoản phải thu bên ngoài > Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,386.139,380.837,386139.0,380837.0
Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 36),(i) Các khoản phải thu bên ngoài > Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 36),Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 36),490.936,522.559,490936.0,522559.0
Thuế giá trị gia tăng được khấu trừ (Thuyết minh 36),(i) Các khoản phải thu bên ngoài > Thuế giá trị gia tăng được khấu trừ (Thuyết minh 36),Thuế giá trị gia tăng được khấu trừ (Thuyết minh 36),20.423,-,20423.0,
Tạm ứng thuế khác (Thuyết minh 36),(i) Các khoản phải thu bên ngoài > Tạm ứng thuế khác (Thuyết minh 36),Tạm ứng thuế khác (Thuyết minh 36),2,2,2.0,2.0
Chi phí xây dựng cơ bản dở dang (*),(i) Các khoản phải thu bên ngoài > Chi phí xây dựng cơ bản dở dang (*),Chi phí xây dựng cơ bản dở dang (*),339.472,410.919,339472.0,410919.0
Phải thu trong hoạt động mua hằng miễn truy đời bộchứng từ theo thư tín dụng (**),(i) Các khoản phải thu bên ngoài > Phải thu trong hoạt động mua hằng miễn truy đời bộchứng từ theo thư tín dụng (**),Phải thu trong hoạt động mua hằng miễn truy đời bộchứng từ theo thư tín dụng (**),9.453.064,7.280.694,9453064.0,7280694.0
Các khoản phải thu khác,(i) Các khoản phải thu bên ngoài > Các khoản phải thu khác,Các khoản phải thu khác,1.997.410,6.731.197,1997410.0,6731197.0
,,,13.665.463,16.193.620,13665463.0,16193620.0
