row_label_raw,row_label_full,col_0,31/12/2023Triệu VND(trình bày lại),31/12/2023Triệu VND(theo báo cáotrước đây),Chênh lệchTriệu VND,numeric__31/12/2023Triệu VND(trình bày lại),numeric__31/12/2023Triệu VND(theo báo cáotrước đây),numeric__Chênh lệchTriệu VND
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,53.725.995,53.726.138,(143),53725995.0,53726138.0,-143.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,40.235.247,41.375.948,(1.140.701),40235247.0,41375948.0,-1140701.0
Lãi cho vay và phí phải thu chưa thuđược,Lãi cho vay và phí phải thu chưa thuđược,Lãi cho vay và phí phải thu chưa thuđược,2.380.033,2.384.701,(4.668),2380033.0,2384701.0,-4668.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,581.627.007,574.978.552,6.648.455,581627007.0,574978552.0,6648455.0
Tổng ảnh hưởng,Tổng ảnh hưởng,Tổng ảnh hưởng,,,5.502.943,,,5502943.0
