row_label_raw,row_label_full,col_0,Chi phíbảo hànhVND,Dự phòng khõiphục môi trườngVND,Tổng cộngVND,numeric__Chi phíbảo hànhVND,numeric__Dự phòng khõiphục môi trườngVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,18.382.602.418,9.717.605.036,28.100.207.454,18382602418.0,9717605036.0,28100207454.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,3.334.240.464,486.816.636,3.821.057.100,3334240464.0,486816636.0,3821057100.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(37.566.445),-,(37.566.445),-37566445.0,,-37566445.0
Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,(7.406.718.188),-,(7.406.718.188),-7406718188.0,,-7406718188.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,14.272.558.249,10.204.421.672,24.476.979.921,14272558249.0,10204421672.0,24476979921.0
Ngắn hạn,Ngắn hạn,Ngắn hạn,6.238.723.132,-,6.238.723.132,6238723132.0,,6238723132.0
Dài hạn,Dài hạn,Dài hạn,8.033.835.117,10.204.421.672,18.238.256.789,8033835117.0,10204421672.0,18238256789.0
