row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành đầu năm > Phát hành cổ phiếu trong năm > Ảnh hưởng của việc trả cổ tức bằng cổ phiếu(Thuyết minh 27),2018(Số cổ phiếu) > 1.516.909.673 > - > 606.828.166,2017(Số cổ phiếu)Đã điều chỉnh lại > 842.765.656 > 94.202.760 > 1.028.208.627,numeric__2018(Số cổ phiếu) > 1.516.909.673 > - > 606.828.166,numeric__2017(Số cổ phiếu)Đã điều chỉnh lại > 842.765.656 > 94.202.760 > 1.028.208.627
Ảnh hưởng của việc thu hồi cổ phiếu thườngcho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thườngcho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thườngcho nhân viên làm cổ phiếu quỹ,(37.000),(97.027),-37000.0,-97027.0
Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,129.238,-,129238.0,
Số lượng bình quân gia quyền của cổ phiếuphổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếuphổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếuphổ thông lưu hành trong năm,2.123.830.077,1.965.080.016,2123830077.0,1965080016.0
