row_label_raw,row_label_full,col_0,Giá gốc và giá trị có thể thu hồi > 31/12/2018VND,Giá gốc và giá trị có thể thu hồi > 1/1/2018VND,numeric__Giá gốc và giá trị có thể thu hồi > 31/12/2018VND,numeric__Giá gốc và giá trị có thể thu hồi > 1/1/2018VND
Dự án Khu Đô thị và Khu Công nghiệp tại Hưng Yên,Dự án Khu Đô thị và Khu Công nghiệp tại Hưng Yên,Dự án Khu Đô thị và Khu Công nghiệp tại Hưng Yên,864.094.718.493,711.811.073.288,864094718493.0,711811073288.0
Các dự án khác,Các dự án khác,Các dự án khác,46.325.765.206,30.862.439.541,46325765206.0,30862439541.0
,,,910.420.483.699,742.673.512.829,910420483699.0,742673512829.0
