row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,1.358.288.850,5.895,1358288850.0,5895.0
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,606.828.166,(1.821),606828166.0,-1821.0
Ảnh hưởng của việc thu hồi cổ phiếu,Ảnh hưởng của việc thu hồi cổ phiếu,Ảnh hưởng của việc thu hồi cổ phiếu,,,,
thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu > thường cho nhân viên làm cổ phiếu quỹ,thường cho nhân viên làm cổ phiếu quỹ,(37.000),-,-37000.0,
Số điều chỉnh lại,Ảnh hưởng của việc thu hồi cổ phiếu > Số điều chỉnh lại,Số điều chỉnh lại,1.965.080.016,4.074,1965080016.0,4074.0
