row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2018Triệu VND,Giá trị ghi số > 1/1/2018Triệu VND,numeric__Giá trị ghi số > 31/12/2018Triệu VND,numeric__Giá trị ghi số > 1/1/2018Triệu VND
Các công cụ tài chính hương lãi suất cố định,Các công cụ tài chính hương lãi suất cố định,Các công cụ tài chính hương lãi suất cố định,Các công cụ tài chính hương lãi suất cố định,Các công cụ tài chính hương lãi suất cố định,,
Tài sản tài chính,Các công cụ tài chính hương lãi suất cố định > Tài sản tài chính,Tài sản tài chính,4.483.763,13.438.204,4483763.0,13438204.0
Nợ phải trả tài chính,Các công cụ tài chính hương lãi suất cố định > Nợ phải trả tài chính,Nợ phải trả tài chính,(23.606.714),(12.980.013),-23606714.0,-12980013.0
,,,(19.122.951),458.191,-19122951.0,458191.0
Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,,
Nợ phải trả tài chính,Các công cụ tài chính chịu lãi suất thả nổi > Nợ phải trả tài chính,Nợ phải trả tài chính,(699.000),-,-699000.0,
