row_label_raw,row_label_full,col_0,31/12/2016VND,01/01/2016VND,numeric__31/12/2016VND,numeric__01/01/2016VND
1. Các khoản phải thu,1. Các khoản phải thu,1. Các khoản phải thu,1.023.625.634.147,1.091.100.740.582,1023625634147.0,1091100740582.0
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,,
Công ty Cổ phần Tasco Thành Công,Công ty Cổ phần Tasco Thành Công,Công ty Cổ phần Tasco Thành Công,-,-,,
Công ty CP VETC,Công ty Cổ phần Tasco Thành Công > Công ty CP VETC,Công ty CP VETC,85.140.000,74.250.000,85140000.0,74250000.0
Công ty CP Bất động sản Thái An,Công ty Cổ phần Tasco Thành Công > Công ty CP Bất động sản Thái An,Công ty CP Bất động sản Thái An,-,132.102.200.000,,132102200000.0
Công ty TNHH T'Hospital,Công ty Cổ phần Tasco Thành Công > Công ty TNHH T'Hospital,Công ty TNHH T'Hospital,164.178.000,-,164178000.0,
Công ty TNHH Đào tạo và Tư vấn TASEDU,Công ty Cổ phần Tasco Thành Công > Công ty TNHH Đào tạo và Tư vấn TASEDU,Công ty TNHH Đào tạo và Tư vấn TASEDU,12.980.000,-,12980000.0,
Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,,
Công ty TNHH MTV Tasco 6,Phải thu khác > Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,698.919.767.481,857.894.057.980,698919767481.0,857894057980.0
Công ty TNHH MTV Tasco Quảng Bình,Phải thu khác > Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,46.894.329.473,17.467.909.473,46894329473.0,17467909473.0
Công ty TNHH MTV Tasco Hải Phòng,Phải thu khác > Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,189.750.000,358.070.000,189750000.0,358070000.0
Công ty CP VETC,Phải thu khác > Công ty CP VETC,Công ty CP VETC,256.645.972.252,276.270.000,256645972252.0,276270000.0
Công ty TNHH Thu phí tự động VETC,Phải thu khác > Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,11.177.188.090,,11177188090.0,
Công ty Cổ phần Tasco Nam Thái,Phải thu khác > Công ty Cổ phần Tasco Nam Thái,Công ty Cổ phần Tasco Nam Thái,-,76.480.182.051,,76480182051.0
Công ty Cổ phần Tasco Thành Công,Phải thu khác > Công ty Cổ phần Tasco Thành Công,Công ty Cổ phần Tasco Thành Công,205.038.167,876.180.822,205038167.0,876180822.0
Công ty TNHH T'Hospital,Phải thu khác > Công ty TNHH T'Hospital,Công ty TNHH T'Hospital,3.739.927.364,-,3739927364.0,
Công ty TNHH Đào tạo và Tư vấn TASEDU,Phải thu khác > Công ty TNHH Đào tạo và Tư vấn TASEDU,Công ty TNHH Đào tạo và Tư vấn TASEDU,19.743.064,-,19743064.0,
Công ty CP Bất động sản Thái An,Phải thu khác > Công ty CP Bất động sản Thái An,Công ty CP Bất động sản Thái An,351.264.800,351.264.800,351264800.0,351264800.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,,
Công ty Cổ phần Tasco Nam Thái,Trả trước cho người bán > Công ty Cổ phần Tasco Nam Thái,Công ty Cổ phần Tasco Nam Thái,5.220.355.456,5.220.355.456,5220355456.0,5220355456.0
2. Các khoản phải trả,Trả trước cho người bán > 2. Các khoản phải trả,2. Các khoản phải trả,405.327.733.362,363.913.731.123,405327733362.0,363913731123.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,Phải trả người bán,Phải trả người bán,,
Công ty TNHH Đào tạo và Tư vấn TASEDU,Phải trả người bán > Công ty TNHH Đào tạo và Tư vấn TASEDU,Công ty TNHH Đào tạo và Tư vấn TASEDU,88.000.000,-,88000000.0,
Công ty CP Bất động sản Thái An,Phải trả người bán > Công ty CP Bất động sản Thái An,Công ty CP Bất động sản Thái An,617.968.605,617.968.605,617968605.0,617968605.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,,
Công ty TNHH MTV Tasco Quảng Bình,Các khoản phải trả khác > Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,47.600.000.000,49.600.000.000,47600000000.0,49600000000.0
Công ty TNHH MTV Tasco Hải Phòng,Các khoản phải trả khác > Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,-,110.000.000.000,,110000000000.0
Công ty TNHH MTV Tasco Nam Định,Các khoản phải trả khác > Công ty TNHH MTV Tasco Nam Định,Công ty TNHH MTV Tasco Nam Định,343.340.383.501,203.695.762.518,343340383501.0,203695762518.0
Công ty Cổ phần Tasco Nam Thái,Các khoản phải trả khác > Công ty Cổ phần Tasco Nam Thái,Công ty Cổ phần Tasco Nam Thái,13.681.381.256,-,13681381256.0,
