row_label_raw,row_label_full,5.22 Giá vốn hàng bán,5.22 Giá vốn hàng bán_1,5.22 Giá vốn hàng bán_2,numeric__5.22 Giá vốn hàng bán_1,numeric__5.22 Giá vốn hàng bán_2
,,,Năm 2016VND,Năm 2015VND,,
Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,83.735.279.905,453.378.522.983,83735279905.0,453378522983.0
Giá vốn hoạt động kinh doanh Bất động sản,Giá vốn hoạt động kinh doanh Bất động sản,Giá vốn hoạt động kinh doanh Bất động sản,1.484.902.525.762,225.887.414.589,1484902525762.0,225887414589.0
Tổng,Tổng,Tổng,1.568.637.805.667,679.265.937.572,1568637805667.0,679265937572.0
