row_label_raw,row_label_full,5.14,Chi phí phải trả,Chi phí phải trả_1,Chi phí phải trả_2,numeric__Chi phí phải trả,numeric__Chi phí phải trả_1,numeric__Chi phí phải trả_2
5.14,5.14,5.14,,31/12/2016VND,01/01/2016VND,,,
5.14,5.14 > 5.14,5.14,Trích trước giá vốn Dự án Vân Canh,13.310.749.578,13.402.403.212,,13310749578.0,13402403212.0
5.14,5.14 > 5.14,5.14,Trích trước chi phí giá vốn Dự ánKhu nhà ở sinh thái Xuân Phương,-,31.954.251.322,,,31954251322.0
5.14,5.14 > 5.14,5.14,Trích trước lãi trái phiếu chuyển đổi,7.080.024.348,12.673.250.000,,7080024348.0,12673250000.0
5.14,5.14 > 5.14,5.14,Chi phí phải trả khác,1.396.793.732,25.395.735.577,,1396793732.0,25395735577.0
5.14,5.14 > 5.14,5.14,Tổng,21.787.567.658,83.425.640.111,,21787567658.0,83425640111.0
5.15,5.15,5.15,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,,,
5.15,5.15,5.15,,31/12/2016VND,01/01/2016VND,,,
5.15,5.15 > 5.15,5.15,Ngắn hạn,38.181.817,22.727.272,,38181817.0,22727272.0
5.15,5.15 > 5.15,5.15,Doanh thu nhận trước,38.181.817,22.727.272,,38181817.0,22727272.0
5.15,5.15 > 5.15,5.15,Dài hạn,283.659.965,306.387.237,,283659965.0,306387237.0
5.15,5.15 > 5.15,5.15,Doanh thu nhận trước,283.659.965,306.387.237,,283659965.0,306387237.0
5.15,5.15 > 5.15,5.15,Tổng,321.841.782,329.114.509,,321841782.0,329114509.0
5.16,5.16,5.16,Phải trả khác,Phải trả khác,Phải trả khác,,,
5.16,5.16,5.16,,31/12/2016VND,01/01/2016VND,,,
5.16,5.16 > 5.16,5.16,Ngắn hạn,422.189.691.401,206.684.252.439,,422189691401.0,206684252439.0
5.16,5.16 > 5.16,5.16,Kinh phí công đoàn,36.839.745,58.354.669,,36839745.0,58354669.0
5.16,5.16 > 5.16,5.16,Bảo hiểm xã hội,157.825.460,94.723.200,,157825460.0,94723200.0
5.16,5.16 > 5.16,5.16,Bảo hiểm y tế,27.316.000,16.260.220,,27316000.0,16260220.0
5.16,5.16 > 5.16,5.16,Bảo hiểm thất nghiệp,12.140.420,7.286.400,,12140420.0,7286400.0
5.16,5.16 > 5.16,5.16,"Cổ tức, lợi nhuận phải trả",7.054.031.620,3.911.492.800,,7054031620.0,3911492800.0
5.16,5.16 > 5.16,5.16,"Phải trả, phải nộp khác",414.901.538.156,202.596.135.150,,414901538156.0,202596135150.0
5.16,5.16 > 5.16,5.16,- Công ty TNHH MTV Tasco Quảng Bình,47.600.000.000,49.600.000.000,,47600000000.0,49600000000.0
5.16,5.16 > 5.16,5.16,- Công ty TNHH MTV Tasco Hải Phòng,-,110.000.000.000,,,110000000000.0
5.16,5.16 > 5.16,5.16,- Khách hàng dự án Báo nhân dân (*),53.761.340.486,-,,53761340486.0,
5.16,5.16 > 5.16,5.16,- Khách hàng dự án khu nhà ở sinh thái Xuân Phương (*),68.344.693.722,-,,68344693722.0,
5.16,5.16 > 5.16,5.16,-Khách hàng DA Văn phòng TW Đảng(*),203.870.817.122,-,,203870817122.0,
5.16,5.16 > 5.16,5.16,- Các khoản khác,41.324.686.826,42.996.135.150,,41324686826.0,42996135150.0
5.16,5.16 > 5.16,5.16,Dài hạn,1.308.925.690.123,1.241.470.765.726,,1308925690123.0,1241470765726.0
5.16,5.16 > 5.16,5.16,Công ty CP Tư vấn Đầu tư XD Hà Việt(**),376.475.300.000,386.475.300.000,,376475300000.0,386475300000.0
5.16,5.16 > 5.16,5.16,CP sử dụng đất DA ĐV ở 3 - Đối trừ BT Lê Đức Thọ,332.362.670.049,88.763.373.569,,332362670049.0,88763373569.0
5.16,5.16 > 5.16,5.16,Các khoản phải trả dài hạn khác (***),600.087.720.074,766.232.092.157,,600087720074.0,766232092157.0
5.16,5.16 > 5.16,5.16,Tổng,1.731.115.381.524,1.448.155.018.165,,1731115381524.0,1448155018165.0
