row_label_raw,row_label_full,31/12/2016,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng VND,numeric__Dưới 1 năm VND,numeric__Từ 1-5 năm VND,numeric__Tổng VND
Các khoản vay,Các khoản vay,Các khoản vay,264.055.991.178,1.215.750.848.676,1.479.806.839.854,264055991178.0,1215750848676.0,1479806839854.0
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,704.455.823.727,1.308.925.690.123,2.013.381.513.850,704455823727.0,1308925690123.0,2013381513850.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,21.787.567.658,-,21.787.567.658,21787567658.0,,21787567658.0
01/01/2016,01/01/2016,01/01/2016,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng VND,,,
Các khoản vay,01/01/2016 > Các khoản vay,Các khoản vay,106.730.355.042,1.523.313.848.159,1.630.044.203.201,106730355042.0,1523313848159.0,1630044203201.0
Phải trả người bán và phải trả khác,01/01/2016 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,335.795.393.318,1.241.470.765.726,1.577.266.159.044,335795393318.0,1241470765726.0,1577266159044.0
Chi phí phải trả,01/01/2016 > Chi phí phải trả,Chi phí phải trả,83.425.640.111,-,83.425.640.111,83425640111.0,,83425640111.0
