row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2016VND,Năm 2015VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2016VND,numeric__Năm 2015VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,5.20,2.264.816.008.805,822.047.034.182,,1.0,520.0,2264816008805.0,822047034182.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,5.21,174.340.359.461,10.002.763.104,,2.0,521.0,174340359461.0,10002763104.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,2.090.475.649.344,812.044.271.078,,10.0,,2090475649344.0,812044271078.0
4.,4.,4.,Giá vốn hàng bán,11,5.22,1.568.637.805.667,679.265.937.572,,11.0,522.0,1568637805667.0,679265937572.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,521.837.843.677,132.778.333.506,,20.0,,521837843677.0,132778333506.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,5.23,128.429.496.562,96.437.097.109,,21.0,523.0,128429496562.0,96437097109.0
7.,7.,7.,Chi phí tài chính,22,5.24,60.989.919.248,24.517.212.469,,22.0,524.0,60989919248.0,24517212469.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,47.576.819.248,24.302.066.171,,23.0,,47576819248.0,24302066171.0
8.,8.,8.,Chi phí bán hàng,25,5.25,35.693.063.649,782.681,,25.0,525.0,35693063649.0,782681.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,5.25,80.222.249.398,25.693.475.473,,26.0,525.0,80222249398.0,25693475473.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20+(21-22)-(25+26)},30,,473.362.107.944,179.003.959.992,,30.0,,473362107944.0,179003959992.0
11.,11.,11.,Thu nhập khác,31,5.26,5.566.507.181,3.400.511.759,,31.0,526.0,5566507181.0,3400511759.0
12.,12.,12.,Chi phí khác,32,5.27,1.639.739.174,2.280.630.671,,32.0,527.0,1639739174.0,2280630671.0
13.,13.,13.,Lợi nhuận khác (40 = 31-32),40,,3.926.768.007,1.119.881.088,,40.0,,3926768007.0,1119881088.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế(50 = 30+40+45),50,,477.288.875.951,180.123.841.080,,50.0,,477288875951.0,180123841080.0
15.,15.,15.,Chi phí thuế TNDN hiện hành,51,5.28,76.111.500.969,20.438.718.407,,51.0,528.0,76111500969.0,20438718407.0
16.,16.,16.,Chi phí thuế TNDN hoãn lại,52,,-,-,,52.0,,,
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,401.177.374.982,159.685.122.673,,60.0,,401177374982.0,159685122673.0
