row_label_raw,row_label_full,col_0,Xây lắp và hoạt động khác,"Đầu tư, kinh doanh BDS",Dịch vụ thu phí đường bộ,Tổng,numeric__Xây lắp và hoạt động khác,"numeric__Đầu tư, kinh doanh BDS",numeric__Dịch vụ thu phí đường bộ,numeric__Tổng
DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,,,,
Tổng doanh thu,DOANH THU > Tổng doanh thu,Tổng doanh thu,118.025.213.994,2.146.790.794.811,-,2.264.816.008.805,118025213994.0,2146790794811.0,,2264816008805.0
Giảm trừ doanh thu,DOANH THU > Giảm trừ doanh thu,Giảm trừ doanh thu,(29.506.094.889),(144.834.264.572),-,(174.340.359.461),-29506094889.0,-144834264572.0,,-174340359461.0
Doanh thu thuần,DOANH THU > Doanh thu thuần,Doanh thu thuần,88.519.119.105,2.001.956.530.239,-,2.090.475.649.344,88519119105.0,2001956530239.0,,2090475649344.0
KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,,,,
Kết quả bộ phận,KẾT QUẢ HOẠT ĐỘNG > Kết quả bộ phận,Kết quả bộ phận,(14.516.924.312),420.291.819.982,-,405.774.895.670,-14516924312.0,420291819982.0,,405774895670.0
Thuế thu nhập doanh nghiệp,KẾT QUẢ HOẠT ĐỘNG > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,76.111.500.969,-,76.111.500.969,,76111500969.0,,76111500969.0
Lợi nhuận trong năm,KẾT QUẢ HOẠT ĐỘNG > Lợi nhuận trong năm,Lợi nhuận trong năm,(14.516.924.312),344.180.319.013,,329.663.394.701,-14516924312.0,344180319013.0,,329663394701.0
