row_label_raw,row_label_full,col_0,MS,TM,31/12/2016VND,01/01/2016VND,numeric__MS,numeric__TM,numeric__31/12/2016VND,numeric__01/01/2016VND
C- NỘ PHẢI TRẢ,C- NỘ PHẢI TRẢ,C- NỘ PHẢI TRẢ,300,,3.616.562.650.910,3.386.178.938.274,300.0,,3616562650910.0,3386178938274.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,1.091.602.452.146,621.087.937.152,310.0,,1091602452146.0,621087937152.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,5.12,282.266.132.326,129.111.140.879,311.0,512.0,282266132326.0,129111140879.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,48.446.213.714,54.950.455.265,312.0,,48446213714.0,54950455265.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,5.13,28.059.932.395,25.360.194.288,313.0,513.0,28059932395.0,25360194288.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,11.522.332.641,6.469.450.797,314.0,,11522332641.0,6469450797.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,5.14,21.787.567.658,83.425.640.111,315.0,514.0,21787567658.0,83425640111.0
8. Doanh thu chưa thực hiện ngắn hạn,8. Doanh thu chưa thực hiện ngắn hạn,8. Doanh thu chưa thực hiện ngắn hạn,318,5.15,38.181.817,22.727.272,318.0,515.0,38181817.0,22727272.0
9. Phải trả ngắn hạn khác,9. Phải trả ngắn hạn khác,9. Phải trả ngắn hạn khác,319,5.16,422.189.691.401,206.684.252.439,319.0,516.0,422189691401.0,206684252439.0
10. Vay và nợ thuê tài chính ngắn hạn,10. Vay và nợ thuê tài chính ngắn hạn,10. Vay và nợ thuê tài chính ngắn hạn,320,5.17,264.055.991.178,106.730.355.042,320.0,517.0,264055991178.0,106730355042.0
12. Quỹ khen thưởng phúc lợi,12. Quỹ khen thưởng phúc lợi,12. Quỹ khen thưởng phúc lợi,322,,13.236.409.016,8.333.721.059,322.0,,13236409016.0,8333721059.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,2.524.960.198.764,2.765.091.001.122,330.0,,2524960198764.0,2765091001122.0
6. Doanh thu chưa thực hiện dài hạn,6. Doanh thu chưa thực hiện dài hạn,6. Doanh thu chưa thực hiện dài hạn,336,5.15,283.659.965,306.387.237,336.0,515.0,283659965.0,306387237.0
7. Phải trả dài hạn khác,7. Phải trả dài hạn khác,7. Phải trả dài hạn khác,337,5.16,1.308.925.690.123,1.241.470.765.726,337.0,516.0,1308925690123.0,1241470765726.0
8. Vay và nợ thuê tài chính dài hạn,8. Vay và nợ thuê tài chính dài hạn,8. Vay và nợ thuê tài chính dài hạn,338,5.17,1.215.750.848.676,1.523.313.848.159,338.0,517.0,1215750848676.0,1523313848159.0
D- VỐN CHỦ SỞ HỮU,D- VỐN CHỦ SỞ HỮU,D- VỐN CHỦ SỞ HỮU,400,,2.371.943.735.502,1.674.114.319.658,400.0,,2371943735502.0,1674114319658.0
I- Vốn chủ sở hữu,I- Vốn chủ sở hữu,I- Vốn chủ sở hữu,410,5.18,2.371.943.735.502,1.674.114.319.658,410.0,518.0,2371943735502.0,1674114319658.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,1.763.294.160.000,1.284.047.330.000,411.0,,1763294160000.0,1284047330000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,1.763.294.160.000,1.284.047.330.000,,,1763294160000.0,1284047330000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,69.840.926.959,70.238.348.433,412.0,,69840926959.0,70238348433.0
7. Quỹ đầu tư phát triển,7. Quỹ đầu tư phát triển,7. Quỹ đầu tư phát triển,418,,78.456.473.161,70.472.273.161,418.0,,78456473161.0,70472273161.0
10. Lợi nhuận sau thuế chưa phân phối,10. Lợi nhuận sau thuế chưa phân phối,10. Lợi nhuận sau thuế chưa phân phối,421,,460.352.175.382,249.356.368.064,421.0,,460352175382.0,249356368064.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,59.174.800.400,89.671.245.391,,,59174800400.0,89671245391.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,401.177.374.982,159.685.122.673,,,401177374982.0,159685122673.0
TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),440,,5.988.506.386.412,5.060.293.257.932,440.0,,5988506386412.0,5060293257932.0
