row_label_raw,row_label_full,STT,Chi tiết chi phí khác,Năm 2018,Năm 2017,numeric__Chi tiết chi phí khác,numeric__Năm 2018,numeric__Năm 2017
1,1,1,Lỗ bán thanh lý TSCĐ,,,,,
2,2,2,"Phạt do vi phạm hành chính trong lĩnh vực thuế,quản lý hóa đơn",,,,,
3,2 > 3,3,Chi phí Token card,123.639.530,414.994.246,,123639530.0,414994246.0
4,2 > 4,4,Phí chuyển tiền của NDT,1.251.488.354,1.059.934.261,,1251488354.0,1059934261.0
5,2 > 5,5,Chi phí khác,24.990.574.056,15.366.770.801,,24990574056.0,15366770801.0
,,,Cộng,26.365.701.940,16.841.699.308,,26365701940.0,16841699308.0
