row_label_raw,row_label_full,STT,Các bên liên quan,Mối quan hệ,Nội dung giao dịch,Số tiền > Năm 2018,Số tiền > Năm 2017,numeric__Các bên liên quan,numeric__Mối quan hệ,numeric__Nội dung giao dịch,numeric__Số tiền > Năm 2018,numeric__Số tiền > Năm 2017
1,1,1,Công ty cổ phần FPT,Cổ đông lớn (20% Vốn điều lệ),"Phí lưu ký, Phí quản lý cổ đông chưa tái lưu ký, Phí tư vấn tổ chức Đại hội đồng cổ đông,",132.813.414,2.009.880.614,,,,132813414.0,2009880614.0
2,2,2,Công ty Cổ phần Viễn Thông FPT,Bên có liên quan,Cước DV viễn thông,168.300.000,200.403.000,,,,168300000.0,200403000.0
3,3,3,CT TNHH Phân phối FPT,Bên có liên quan,Thiết bị tin học,,1.433.408.397,,,,,1433408397.0
4,4,4,CT TNHH Dịch vụ tin học FPT,Bên có liên quan,"Thiết bị tin học, dịch vụ tin học",193.355.536,312.699.200,,,,193355536.0,312699200.0
5,5,5,CT TNHH Hệ thống thông tin FPT,Bên có liên quan,Thiết bị tin học,809.164.000,1.965.205.900,,,,809164000.0,1965205900.0
6,6,6,CN CT TNHH MTV Viễn thông Quốc tế FPT,Bên có liên quan,Cước dịch vụ viễn thông,553.482.600,2.341.031.374,,,,553482600.0,2341031374.0
7,7,7,Công ty TNHH MTV viễn thông quốc tế FPT,Bên có liên quan,Cước dịch vụ viễn thông,33.264.000,33.264.000,,,,33264000.0,33264000.0
